"ACDT","Demand","Time","DSTTime","Year","Temp"
2021-03-05 10:00:00,1077,0.375,0.416666666666667,0,20.35
2021-03-05 10:30:00,960,0.395833333333333,0.4375,5.70776255707763e-05,20.7
2021-03-05 11:00:00,870,0.416666666666667,0.458333333333333,0.000114155251141553,20.8
2021-03-05 11:30:00,794,0.4375,0.479166666666667,0.000171232876712329,20.9
2021-03-05 12:00:00,742,0.458333333333333,0.5,0.000228310502283105,21.9
2021-03-05 12:30:00,704,0.479166666666667,0.520833333333333,0.000285388127853881,22.9
2021-03-05 13:00:00,680,0.5,0.541666666666667,0.000342465753424658,22.9
2021-03-05 13:30:00,667,0.520833333333333,0.5625,0.000399543378995434,22.9
2021-03-05 14:00:00,663,0.541666666666667,0.583333333333333,0.00045662100456621,22.75
2021-03-05 14:30:00,681,0.5625,0.604166666666667,0.000513698630136986,22.6
2021-03-05 15:00:00,697,0.583333333333333,0.625,0.000570776255707763,22.8
2021-03-05 15:30:00,733,0.604166666666667,0.645833333333333,0.000627853881278539,23
2021-03-05 16:00:00,796,0.625,0.666666666666667,0.000684931506849315,23.35
2021-03-05 16:30:00,884,0.645833333333333,0.6875,0.000742009132420091,23.7
2021-03-05 17:00:00,999,0.666666666666667,0.708333333333333,0.000799086757990868,23.2
2021-03-05 17:30:00,1123,0.6875,0.729166666666667,0.000856164383561644,22.7
2021-03-05 18:00:00,1239,0.708333333333333,0.75,0.00091324200913242,21.45
2021-03-05 18:30:00,1357,0.729166666666667,0.770833333333333,0.000970319634703196,20.2
2021-03-05 19:00:00,1471,0.75,0.791666666666667,0.00102739726027397,19
2021-03-05 19:30:00,1543,0.770833333333333,0.8125,0.00108447488584475,17.8
2021-03-05 20:00:00,1576,0.791666666666667,0.833333333333333,0.00114155251141553,17.5
2021-03-05 20:30:00,1573,0.8125,0.854166666666667,0.0011986301369863,17.2
2021-03-05 21:00:00,1538,0.833333333333333,0.875,0.00125570776255708,16.6
2021-03-05 21:30:00,1498,0.854166666666667,0.895833333333333,0.00131278538812785,16
2021-03-05 22:00:00,1453,0.875,0.916666666666667,0.00136986301369863,15.75
2021-03-05 22:30:00,1421,0.895833333333333,0.9375,0.00142694063926941,15.5
2021-03-05 23:00:00,1384,0.916666666666667,0.958333333333333,0.00148401826484018,15.35
2021-03-05 23:30:00,1353,0.9375,0.979166666666667,0.00154109589041096,15.2
2021-03-08,1306,0.958333333333333,1,0.00707762557077626,18.35
2021-03-08 00:30:00,1455,0.979166666666667,1.02083333333333,0.00713470319634703,18.2
2021-03-08 01:00:00,1439,0,0.0416666666666667,0.00719178082191781,17.65
2021-03-08 01:30:00,1380,0.0208333333333333,0.0625,0.00724885844748858,17.1
2021-03-08 02:00:00,1294,0.0416666666666667,0.0833333333333333,0.00730593607305936,17
2021-03-08 02:30:00,1233,0.0625,0.104166666666667,0.00736301369863014,16.9
2021-03-08 03:00:00,1199,0.0833333333333333,0.125,0.00742009132420091,16.95
2021-03-08 03:30:00,1178,0.104166666666667,0.145833333333333,0.00747716894977169,17
2021-03-08 04:00:00,1160,0.125,0.166666666666667,0.00753424657534247,16.9
2021-03-08 04:30:00,1144,0.145833333333333,0.1875,0.00759132420091324,16.8
2021-03-08 05:00:00,1138,0.166666666666667,0.208333333333333,0.00764840182648402,16.85
2021-03-08 05:30:00,1143,0.1875,0.229166666666667,0.00770547945205479,16.9
2021-03-08 06:00:00,1157,0.208333333333333,0.25,0.00776255707762557,16.7
2021-03-08 06:30:00,1181,0.229166666666667,0.270833333333333,0.00781963470319635,16.5
2021-03-08 07:00:00,1198,0.25,0.291666666666667,0.00787671232876712,17.8
2021-03-08 07:30:00,1212,0.270833333333333,0.3125,0.0079337899543379,19.1
2021-03-08 08:00:00,1199,0.291666666666667,0.333333333333333,0.00799086757990868,19.35
2021-03-08 08:30:00,1147,0.3125,0.354166666666667,0.00804794520547945,19.6
2021-03-08 09:00:00,1077,0.333333333333333,0.375,0.00810502283105023,20.3
2021-03-08 09:30:00,999,0.354166666666667,0.395833333333333,0.00816210045662101,21
2021-03-08 10:00:00,881,0.375,0.416666666666667,0.00821917808219178,21.5
2021-03-08 10:30:00,776,0.395833333333333,0.4375,0.00827625570776256,22
2021-03-08 11:00:00,694,0.416666666666667,0.458333333333333,0.00833333333333333,22.2
2021-03-08 11:30:00,620,0.4375,0.479166666666667,0.00839041095890411,22.4
2021-03-08 12:00:00,535,0.458333333333333,0.5,0.00844748858447489,23.2
2021-03-08 12:30:00,499,0.479166666666667,0.520833333333333,0.00850456621004566,24
2021-03-08 13:00:00,451,0.5,0.541666666666667,0.00856164383561644,25
2021-03-08 13:30:00,452,0.520833333333333,0.5625,0.00861872146118721,26
