"ACDT","Demand","Time","DSTTime","Year","Temp"
2019-03-06 10:00:00,1379,0.375,0.416666666666667,0,17.9
2019-03-06 10:30:00,1312,0.395833333333333,0.4375,5.70776255707763e-05,18.1
2019-03-06 11:00:00,1216,0.416666666666667,0.458333333333333,0.000114155251141553,18.3
2019-03-06 11:30:00,1209,0.4375,0.479166666666667,0.000171232876712329,18.5
2019-03-06 12:00:00,1152,0.458333333333333,0.5,0.000228310502283105,18.25
2019-03-06 12:30:00,1062,0.479166666666667,0.520833333333333,0.000285388127853881,18
2019-03-06 13:00:00,1080,0.5,0.541666666666667,0.000342465753424658,18.6
2019-03-06 13:30:00,1082,0.520833333333333,0.5625,0.000399543378995434,19.2
2019-03-06 14:00:00,1052,0.541666666666667,0.583333333333333,0.00045662100456621,19.4
2019-03-06 14:30:00,1057,0.5625,0.604166666666667,0.000513698630136986,19.6
2019-03-06 15:00:00,1033,0.583333333333333,0.625,0.000570776255707763,19.95
2019-03-06 15:30:00,1028,0.604166666666667,0.645833333333333,0.000627853881278539,20.3
2019-03-06 16:00:00,1081,0.625,0.666666666666667,0.000684931506849315,19.9
2019-03-06 16:30:00,1123,0.645833333333333,0.6875,0.000742009132420091,19.5
2019-03-06 17:00:00,1126,0.666666666666667,0.708333333333333,0.000799086757990868,19.1
2019-03-06 17:30:00,1177,0.6875,0.729166666666667,0.000856164383561644,18.7
2019-03-06 18:00:00,1244,0.708333333333333,0.75,0.00091324200913242,17.85
2019-03-06 18:30:00,1314,0.729166666666667,0.770833333333333,0.000970319634703196,17
2019-03-06 19:00:00,1373,0.75,0.791666666666667,0.00102739726027397,16.25
2019-03-06 19:30:00,1407,0.770833333333333,0.8125,0.00108447488584475,15.5
2019-03-06 20:00:00,1429,0.791666666666667,0.833333333333333,0.00114155251141553,15.55
2019-03-06 20:30:00,1441,0.8125,0.854166666666667,0.0011986301369863,15.6
2019-03-06 21:00:00,1420,0.833333333333333,0.875,0.00125570776255708,15.8
2019-03-06 21:30:00,1395,0.854166666666667,0.895833333333333,0.00131278538812785,16
2019-03-06 22:00:00,1361,0.875,0.916666666666667,0.00136986301369863,15.35
2019-03-06 22:30:00,1330,0.895833333333333,0.9375,0.00142694063926941,14.7
2019-03-06 23:00:00,1294,0.916666666666667,0.958333333333333,0.00148401826484018,14.4
2019-03-06 23:30:00,1276,0.9375,0.979166666666667,0.00154109589041096,14.1
2019-03-07,1269,0.958333333333333,1,0.00159817351598174,13.25
2019-03-07 00:30:00,1434,0.979166666666667,1.02083333333333,0.00165525114155251,12.4
2019-03-07 01:00:00,1384,0,0.0416666666666667,0.00171232876712329,12.5
