"ACDT","Demand","Time","DSTTime","Year","Temp","WtdTemp"
2018-03-06 10:00:00,1288,0.375,0.416666666666667,0,20.75,20.4875
2018-03-06 10:30:00,1237,0.395833333333333,0.4375,5.70776255707763e-05,21.5,20.921966991411
2018-03-06 11:00:00,1189,0.416666666666667,0.458333333333333,0.000114155251141553,22.25,21.35
2018-03-06 11:30:00,1150,0.4375,0.479166666666667,0.000171232876712329,23,21.8
2018-03-06 12:00:00,1122,0.458333333333333,0.5,0.000228310502283105,23.55,22.13
2018-03-06 12:30:00,1102,0.479166666666667,0.520833333333333,0.000285388127853881,24.1,22.46
2018-03-06 13:00:00,1096,0.5,0.541666666666667,0.000342465753424658,24.7,22.82
2018-03-06 13:30:00,1091,0.520833333333333,0.5625,0.000399543378995434,25.3,23.18
2018-03-06 14:00:00,1093,0.541666666666667,0.583333333333333,0.00045662100456621,25.3,23.18
2018-03-06 14:30:00,1117,0.5625,0.604166666666667,0.000513698630136986,25.3,23.18
2018-03-06 15:00:00,1153,0.583333333333333,0.625,0.000570776255707763,25.15,23.09
2018-03-06 15:30:00,1187,0.604166666666667,0.645833333333333,0.000627853881278539,25,23
2018-03-06 16:00:00,1223,0.625,0.666666666666667,0.000684931506849315,24.15,22.49
2018-03-06 16:30:00,1273,0.645833333333333,0.6875,0.000742009132420091,23.3,21.98
2018-03-06 17:00:00,1338,0.666666666666667,0.708333333333333,0.000799086757990868,22.95,21.9428069990999
2018-03-06 17:30:00,1402,0.6875,0.729166666666667,0.000856164383561644,22.6,22.08
2018-03-06 18:00:00,1460,0.708333333333333,0.75,0.00091324200913242,21.5,21.412132034356
2018-03-06 18:30:00,1516,0.729166666666667,0.770833333333333,0.000970319634703196,20.4,20.4
2018-03-06 19:00:00,1562,0.75,0.791666666666667,0.00102739726027397,19.4,19.4039696376664
2018-03-06 19:30:00,1580,0.770833333333333,0.8125,0.00108447488584475,18.4,18.4421273074409
2018-03-06 20:00:00,1579,0.791666666666667,0.833333333333333,0.00114155251141553,18.25,18.3527936052842
2018-03-06 20:30:00,1598,0.8125,0.854166666666667,0.0011986301369863,18.1,18.2960518869535
2018-03-06 21:00:00,1564,0.833333333333333,0.875,0.00125570776255708,18,18.3175255533395
2018-03-06 21:30:00,1536,0.854166666666667,0.895833333333333,0.00131278538812785,17.9,18.3711150981647
2018-03-06 22:00:00,1488,0.875,0.916666666666667,0.00136986301369863,17.95,18.5620961107404
2018-03-06 22:30:00,1455,0.895833333333333,0.9375,0.00142694063926941,18,18.7599604830975
2018-03-06 23:00:00,1409,0.916666666666667,0.958333333333333,0.00148401826484018,18,18.9337476761061
2018-03-06 23:30:00,1393,0.9375,0.979166666666667,0.00154109589041096,18,19.1149907102447
2018-03-07,1367,0.958333333333333,1,0.00159817351598174,18.5,19.475
2018-03-07 00:30:00,1519,0.979166666666667,1.02083333333333,0.00165525114155251,19,19.65
2018-03-07 01:00:00,1477,0,0.0416666666666667,0.00171232876712329,19.25,19.7805518861411
2018-03-07 01:30:00,1424,0.0208333333333333,0.0625,0.00176940639269406,19.5,19.8666677674765
2018-03-07 02:00:00,1350,0.0416666666666667,0.0833333333333333,0.00182648401826484,19.45,19.8658363094479
2018-03-07 02:30:00,1293,0.0625,0.104166666666667,0.00188356164383562,19.4,19.8648322651072
2018-03-07 03:00:00,1249,0.0833333333333333,0.125,0.00194063926940639,19.7,19.936574578963
2018-03-07 03:30:00,1233,0.104166666666667,0.145833333333333,0.00199771689497717,20,20
2018-03-07 04:00:00,1222,0.125,0.166666666666667,0.00205479452054795,19.4,19.88
2018-03-07 04:30:00,1214,0.145833333333333,0.1875,0.00211187214611872,18.8,19.7453169548885
2018-03-07 05:00:00,1217,0.166666666666667,0.208333333333333,0.0021689497716895,18.9,19.7274796734531
2018-03-07 05:30:00,1238,0.1875,0.229166666666667,0.00222602739726027,19,19.6969463130731
2018-03-07 06:00:00,1281,0.208333333333333,0.25,0.00228310502283105,20.15,20.0559118627109
2018-03-07 06:30:00,1369,0.229166666666667,0.270833333333333,0.00234018264840183,21.3,20.585
