"ACDT","Demand","Time","DSTTime","Year","Temp","WtdTemp"
2019-03-01 01:00:00,7465.01,0,0.0416666666666667,0,21.55,20.4535261019751
2019-03-01 01:30:00,7262.19,0.0208333333333333,0.0625,5.70776255707763e-05,21.5,20.3999966975706
2019-03-01 02:00:00,6982.12,0.0416666666666667,0.0833333333333333,0.000114155251141553,21.2,20.2927207793864
2019-03-01 02:30:00,6776.47,0.0625,0.104166666666667,0.000171232876712329,20.9,20.2027516023392
2019-03-01 03:00:00,6659.09,0.0833333333333333,0.125,0.000228310502283105,20.65,20.1374217455801
2019-03-01 03:30:00,6588.98,0.104166666666667,0.145833333333333,0.000285388127853881,20.4,20.0811528831758
2019-03-01 04:00:00,6555.97,0.125,0.166666666666667,0.000342465753424658,20.2,20.04
2019-03-01 04:30:00,6606.68,0.145833333333333,0.1875,0.000399543378995434,20,20
2019-03-01 05:00:00,6848.87,0.166666666666667,0.208333333333333,0.00045662100456621,19.9,19.9752254248594
2019-03-01 05:30:00,7123.64,0.1875,0.229166666666667,0.000513698630136986,19.8,19.9393892626146
2019-03-01 06:00:00,7582.97,0.208333333333333,0.25,0.000570776255707763,20.3,20.1118237254219
2019-03-01 06:30:00,7968.83,0.229166666666667,0.270833333333333,0.000627853881278539,20.8,20.36
2019-03-01 07:00:00,8321.53,0.25,0.291666666666667,0.000684931506849315,25.5,22.8998983672656
2019-03-01 07:30:00,8530.48,0.270833333333333,0.3125,0.000742009132420091,30.2,26.0888523933458
2019-03-01 08:00:00,8657.77,0.291666666666667,0.333333333333333,0.000799086757990868,31.2,27.3052475842499
2019-03-01 08:30:00,8607.94,0.3125,0.354166666666667,0.000856164383561644,32.2,28.3907223747002
2019-03-01 09:00:00,8637,0.333333333333333,0.375,0.00091324200913242,33.55,29.485
2019-03-01 09:30:00,8694.04,0.354166666666667,0.395833333333333,0.000970319634703196,34.9,30.211794551984
2019-03-01 10:00:00,8716.16,0.375,0.416666666666667,0.00102739726027397,36.35,30.6275
2019-03-01 10:30:00,8821.15,0.395833333333333,0.4375,0.00108447488584475,37.8,30.940674964744
2019-03-01 11:00:00,8819.82,0.416666666666667,0.458333333333333,0.00114155251141553,37.45,30.47
2019-03-01 11:30:00,8909.41,0.4375,0.479166666666667,0.0011986301369863,37.1,30.26
2019-03-01 12:00:00,8912.2,0.458333333333333,0.5,0.00125570776255708,36.85,30.11
2019-03-01 12:30:00,8895.23,0.479166666666667,0.520833333333333,0.00131278538812785,36.6,29.96
2019-03-01 13:00:00,8889.18,0.5,0.541666666666667,0.00136986301369863,37.05,30.23
2019-03-01 13:30:00,9003.6,0.520833333333333,0.5625,0.00142694063926941,37.5,30.5
2019-03-01 14:00:00,9039.15,0.541666666666667,0.583333333333333,0.00148401826484018,37.65,30.59
2019-03-01 14:30:00,9117.24,0.5625,0.604166666666667,0.00154109589041096,37.8,30.68
2019-03-01 15:00:00,9212.47,0.583333333333333,0.625,0.00159817351598174,38.05,30.83
2019-03-01 15:30:00,9457.75,0.604166666666667,0.645833333333333,0.00165525114155251,38.3,30.98
2019-03-01 16:00:00,9584.09,0.625,0.666666666666667,0.00171232876712329,38.5,31.1
2019-03-01 16:30:00,9764.2,0.645833333333333,0.6875,0.00176940639269406,38.7,31.22
2019-03-01 17:00:00,9754.65,0.666666666666667,0.708333333333333,0.00182648401826484,38.6,32.249562773986
2019-03-01 17:30:00,9743.72,0.6875,0.729166666666667,0.00188356164383562,38.5,34.8
2019-03-01 18:00:00,9480.3,0.708333333333333,0.75,0.00194063926940639,37.55,36.5219448019648
2019-03-01 18:30:00,9363.82,0.729166666666667,0.770833333333333,0.00199771689497717,36.6,36.6
2019-03-01 19:00:00,9180.07,0.75,0.791666666666667,0.00205479452054795,34.2,34.106051908561
2019-03-01 19:30:00,9127.43,0.770833333333333,0.8125,0.00211187214611872,31.8,31.4893111076232
2019-03-01 20:00:00,9084.57,0.791666666666667,0.833333333333333,0.0021689497716895,31.55,30.8715622051241
2019-03-01 20:30:00,8888.42,0.8125,0.854166666666667,0.00222602739726027,31.3,30.134007198645
2019-03-01 21:00:00,8707.97,0.833333333333333,0.875,0.00228310502283105,32.55,30.5575271527949
2019-03-01 21:30:00,8415.29,0.854166666666667,0.895833333333333,0.00234018264840183,33.8,30.7041007834892
2019-03-01 22:00:00,8407.01,0.875,0.916666666666667,0.0023972602739726,33.25,29.2937690403363
2019-03-01 22:30:00,8153.12,0.895833333333333,0.9375,0.00245433789954338,32.7,27.8742509323306
2019-03-01 23:00:00,8139.21,0.916666666666667,0.958333333333333,0.00251141552511416,32.3,26.5574517919472
2019-03-01 23:30:00,7927.37,0.9375,0.979166666666667,0.00256849315068493,31.9,25.2658052740439
2019-03-04,7379.63,0.958333333333333,1,0.00810502283105023,20.75,20.2625
2019-03-04 00:30:00,7246.92,0.979166666666667,1.02083333333333,0.00816210045662101,21.3,20.455
2019-03-04 01:00:00,7098.27,0,0.0416666666666667,0.00821917808219178,19.7,19.9122207544564
2019-03-04 01:30:00,6958.91,0.0208333333333333,0.0625,0.00827625570776256,18.1,19.4933375164106
2019-03-04 02:00:00,6679.91,0.0416666666666667,0.0833333333333333,0.00833333333333333,18.25,19.5731155300615
2019-03-04 02:30:00,6535.51,0.0625,0.104166666666667,0.00839041095890411,18.4,19.6395527069526
2019-03-04 03:00:00,6416.16,0.0833333333333333,0.125,0.00844748858447489,18.25,19.6300183772842
2019-03-04 03:30:00,6426.14,0.104166666666667,0.145833333333333,0.00850456621004566,18.1,19.6145238049149
2019-03-04 04:00:00,6485.9,0.125,0.166666666666667,0.00856164383561644,18.25,19.65
2019-03-04 04:30:00,6504.59,0.145833333333333,0.1875,0.00861872146118721,18.4,19.6604226065181
2019-03-04 05:00:00,6744.82,0.166666666666667,0.208333333333333,0.00867579908675799,18.55,19.6407686604609
2019-03-04 05:30:00,7005.82,0.1875,0.229166666666667,0.00873287671232877,18.7,19.6060302069951
2019-03-04 06:00:00,7527.96,0.208333333333333,0.25,0.00878995433789954,18.15,19.3104203598984
2019-03-04 06:30:00,7952.87,0.229166666666667,0.270833333333333,0.00884703196347032,17.6,18.92
2019-03-04 07:00:00,8374.56,0.25,0.291666666666667,0.0089041095890411,19.65,19.8154610129922
2019-03-04 07:30:00,8619.82,0.270833333333333,0.3125,0.00896118721461187,21.7,21.0148087322243
2019-03-04 08:00:00,8804.8,0.291666666666667,0.333333333333333,0.00901826484018265,22.55,21.663248333914
2019-03-04 08:30:00,8789.83,0.3125,0.354166666666667,0.00907534246575342,23.4,22.3383980388509
2019-03-04 09:00:00,8885.35,0.333333333333333,0.375,0.0091324200913242,24.65,23.255
2019-03-04 09:30:00,8917.76,0.354166666666667,0.395833333333333,0.00918949771689498,25.9,24.04359650045
2019-03-04 10:00:00,9038.34,0.375,0.416666666666667,0.00924657534246575,26.15,23.9975
2019-03-04 10:30:00,9063.56,0.395833333333333,0.4375,0.00930365296803653,26.4,23.9337258300203
