"ACDT","Demand","Time","DSTTime","Year","Temp"
2020-03-16 21:30:00,1567,0.854166666666667,0.895833333333333,0.0314497716894977,20
2020-03-16 22:00:00,1529,0.875,0.916666666666667,0.0315068493150685,21.25
2020-03-16 22:30:00,1482,0.895833333333333,0.9375,0.0315639269406393,22.5
2020-03-16 23:00:00,1440,0.916666666666667,0.958333333333333,0.03162100456621,22.85
2020-03-16 23:30:00,1411,0.9375,0.979166666666667,0.0316780821917808,23.2
2020-03-17,1390,0.958333333333333,1,0.0317351598173516,23.2
2020-03-17 00:30:00,1554,0.979166666666667,1.02083333333333,0.0317922374429224,23.2
2020-03-17 01:00:00,1528,0,0.0416666666666667,0.0318493150684932,23.15
2020-03-17 01:30:00,1472,0.0208333333333333,0.0625,0.0319063926940639,23.1
2020-03-17 02:00:00,1394,0.0416666666666667,0.0833333333333333,0.0319634703196347,23
2020-03-17 02:30:00,1349,0.0625,0.104166666666667,0.0320205479452055,22.9
2020-03-17 03:00:00,1329,0.0833333333333333,0.125,0.0320776255707763,22.45
2020-03-17 03:30:00,1327,0.104166666666667,0.145833333333333,0.032134703196347,22
2020-03-17 04:00:00,1308,0.125,0.166666666666667,0.0321917808219178,22
2020-03-17 04:30:00,1300,0.145833333333333,0.1875,0.0322488584474886,22
2020-03-17 05:00:00,1299,0.166666666666667,0.208333333333333,0.0323059360730594,22.35
2020-03-17 05:30:00,1326,0.1875,0.229166666666667,0.0323630136986301,22.7
2020-03-17 06:00:00,1344,0.208333333333333,0.25,0.0324200913242009,22.15
2020-03-17 06:30:00,1428,0.229166666666667,0.270833333333333,0.0324771689497717,21.6
2020-03-17 07:00:00,1507,0.25,0.291666666666667,0.0325342465753425,24.05
2020-03-17 07:30:00,1584,0.270833333333333,0.3125,0.0325913242009132,26.5
2020-03-17 08:00:00,1612,0.291666666666667,0.333333333333333,0.032648401826484,26.65
2020-03-17 08:30:00,1540,0.3125,0.354166666666667,0.0327054794520548,26.8
2020-03-17 09:00:00,1471,0.333333333333333,0.375,0.0327625570776256,27.9
2020-03-17 09:30:00,1407,0.354166666666667,0.395833333333333,0.0328196347031963,29
2020-03-17 10:00:00,1340,0.375,0.416666666666667,0.0328767123287671,29.1
2020-03-17 10:30:00,1278,0.395833333333333,0.4375,0.0329337899543379,29.2
2020-03-17 11:00:00,1325,0.416666666666667,0.458333333333333,0.0329908675799087,29.2
2020-03-17 11:30:00,1297,0.4375,0.479166666666667,0.0330479452054795,29.2
2020-03-17 12:00:00,1218,0.458333333333333,0.5,0.0331050228310502,29.75
2020-03-17 12:30:00,1291,0.479166666666667,0.520833333333333,0.033162100456621,30.3
2020-03-17 13:00:00,1129,0.5,0.541666666666667,0.0332191780821918,30.4
2020-03-17 13:30:00,1130,0.520833333333333,0.5625,0.0332762557077626,30.5
2020-03-17 14:00:00,1226,0.541666666666667,0.583333333333333,0.0333333333333333,30.75
2020-03-17 14:30:00,1298,0.5625,0.604166666666667,0.0333904109589041,31
2020-03-17 15:00:00,1456,0.583333333333333,0.625,0.0334474885844749,30.5
2020-03-17 15:30:00,1497,0.604166666666667,0.645833333333333,0.0335045662100457,30
2020-03-17 16:00:00,1484,0.625,0.666666666666667,0.0335616438356164,30.2
2020-03-17 16:30:00,1590,0.645833333333333,0.6875,0.0336187214611872,30.4
2020-03-17 17:00:00,1697,0.666666666666667,0.708333333333333,0.033675799086758,30.15
2020-03-17 17:30:00,1748,0.6875,0.729166666666667,0.0337328767123288,29.9
