REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2022/05/01 00:05:00,1491.02,211.62,TRADE
SA1,2022/05/01 00:10:00,1493.1,212.67,TRADE
SA1,2022/05/01 00:15:00,1489.39,200.99,TRADE
SA1,2022/05/01 00:20:00,1481.61,216.31,TRADE
SA1,2022/05/01 00:25:00,1480.18,200.99,TRADE
SA1,2022/05/01 00:30:00,1496.81,202.97,TRADE
SA1,2022/05/01 00:35:00,1479.91,207.66,TRADE
SA1,2022/05/01 00:40:00,1487.38,219.35,TRADE
SA1,2022/05/01 00:45:00,1457.4,200.97,TRADE
SA1,2022/05/01 00:50:00,1452.44,200.99,TRADE
SA1,2022/05/01 00:55:00,1457.19,200.99,TRADE
SA1,2022/05/01 01:00:00,1423.29,200.99,TRADE
SA1,2022/05/01 01:05:00,1437.35,226.41,TRADE
SA1,2022/05/01 01:10:00,1387.93,200.97,TRADE
SA1,2022/05/01 01:15:00,1387.05,202.82,TRADE
SA1,2022/05/01 01:20:00,1383.86,222.53,TRADE
SA1,2022/05/01 01:25:00,1367.01,217.80,TRADE
SA1,2022/05/01 01:30:00,1376.49,201.84,TRADE
SA1,2022/05/01 01:35:00,1368.72,200.97,TRADE
SA1,2022/05/01 01:40:00,1347.49,200.99,TRADE
SA1,2022/05/01 01:45:00,1336.73,204.78,TRADE
SA1,2022/05/01 01:50:00,1322.09,202.63,TRADE
SA1,2022/05/01 01:55:00,1307.87,200.97,TRADE
SA1,2022/05/01 02:00:00,1299.68,195.50,TRADE
SA1,2022/05/01 02:05:00,1295.55,245.71,TRADE
SA1,2022/05/01 02:10:00,1255.96,234.60,TRADE
SA1,2022/05/01 02:15:00,1269.03,234.85,TRADE
SA1,2022/05/01 02:20:00,1256.79,199.28,TRADE
SA1,2022/05/01 02:25:00,1237.42,200.99,TRADE
SA1,2022/05/01 02:30:00,1239.31,200.99,TRADE
SA1,2022/05/01 02:35:00,1248.3,200.99,TRADE
SA1,2022/05/01 02:40:00,1243.98,186.53,TRADE
SA1,2022/05/01 02:45:00,1234.99,179.73,TRADE
SA1,2022/05/01 02:50:00,1212.27,181.13,TRADE
SA1,2022/05/01 02:55:00,1199.79,181.13,TRADE
SA1,2022/05/01 03:00:00,1215.67,187.60,TRADE
SA1,2022/05/01 03:05:00,1209.61,200.98,TRADE
SA1,2022/05/01 03:10:00,1196.91,173.32,TRADE
SA1,2022/05/01 03:15:00,1172.14,184.65,TRADE
SA1,2022/05/01 03:20:00,1159.44,186.11,TRADE
SA1,2022/05/01 03:25:00,1162.21,188.79,TRADE
SA1,2022/05/01 03:30:00,1176.09,199.22,TRADE
SA1,2022/05/01 03:35:00,1164.03,199.28,TRADE
SA1,2022/05/01 03:40:00,1168.9,194.77,TRADE
SA1,2022/05/01 03:45:00,1139.16,200.99,TRADE
SA1,2022/05/01 03:50:00,1135.07,194.16,TRADE
SA1,2022/05/01 03:55:00,1134.94,195.59,TRADE
SA1,2022/05/01 04:00:00,1151.41,243.98,TRADE
SA1,2022/05/01 04:05:00,1137.42,200.56,TRADE
SA1,2022/05/01 04:10:00,1154.3,180.91,TRADE
SA1,2022/05/01 04:15:00,1146.53,188.05,TRADE
SA1,2022/05/01 04:20:00,1138.55,192.97,TRADE
SA1,2022/05/01 04:25:00,1141.37,211.88,TRADE
SA1,2022/05/01 04:30:00,1140.62,191.81,TRADE
SA1,2022/05/01 04:35:00,1141.69,218.01,TRADE
SA1,2022/05/01 04:40:00,1144.59,200.99,TRADE
SA1,2022/05/01 04:45:00,1143.09,199.28,TRADE
SA1,2022/05/01 04:50:00,1145.44,194.73,TRADE
SA1,2022/05/01 04:55:00,1135.61,199.28,TRADE
SA1,2022/05/01 05:00:00,1136.29,200.57,TRADE
SA1,2022/05/01 05:05:00,1154.18,226.83,TRADE
SA1,2022/05/01 05:10:00,1148.21,211.81,TRADE
SA1,2022/05/01 05:15:00,1135.09,193.53,TRADE
SA1,2022/05/01 05:20:00,1133.5,200.99,TRADE
SA1,2022/05/01 05:25:00,1161.66,202.49,TRADE
SA1,2022/05/01 05:30:00,1175.83,214.47,TRADE
SA1,2022/05/01 05:35:00,1191.39,200.99,TRADE
SA1,2022/05/01 05:40:00,1152.6,190.31,TRADE
SA1,2022/05/01 05:45:00,1144.11,196.12,TRADE
SA1,2022/05/01 05:50:00,1154.24,196.61,TRADE
SA1,2022/05/01 05:55:00,1144.68,198.33,TRADE
SA1,2022/05/01 06:00:00,1150.97,198.01,TRADE
SA1,2022/05/01 06:05:00,1143.03,200.99,TRADE
SA1,2022/05/01 06:10:00,1148.27,200.99,TRADE
