REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2022/04/01 00:05:00,1468.34,-10.76,TRADE
SA1,2022/04/01 00:10:00,1470.47,-10.46,TRADE
SA1,2022/04/01 00:15:00,1477.1,-14.33,TRADE
SA1,2022/04/01 00:20:00,1455.47,-9.55,TRADE
SA1,2022/04/01 00:25:00,1466.32,-26.32,TRADE
SA1,2022/04/01 00:30:00,1473.79,-9.60,TRADE
SA1,2022/04/01 00:35:00,1477.97,-14.97,TRADE
SA1,2022/04/01 00:40:00,1472.88,-9.88,TRADE
SA1,2022/04/01 00:45:00,1472.85,-2.18,TRADE
SA1,2022/04/01 00:50:00,1466.31,-2.13,TRADE
SA1,2022/04/01 00:55:00,1457.63,-2.72,TRADE
SA1,2022/04/01 01:00:00,1441.24,-3.03,TRADE
SA1,2022/04/01 01:05:00,1466.58,-2.98,TRADE
SA1,2022/04/01 01:10:00,1445.96,-3.01,TRADE
SA1,2022/04/01 01:15:00,1440.35,-2.97,TRADE
SA1,2022/04/01 01:20:00,1444.37,-2.67,TRADE
SA1,2022/04/01 01:25:00,1410.84,-11.97,TRADE
SA1,2022/04/01 01:30:00,1433.59,-0.68,TRADE
SA1,2022/04/01 01:35:00,1395.92,-31.94,TRADE
SA1,2022/04/01 01:40:00,1404.14,-18.51,TRADE
SA1,2022/04/01 01:45:00,1371.38,-12.38,TRADE
SA1,2022/04/01 01:50:00,1365.57,-38.49,TRADE
SA1,2022/04/01 01:55:00,1367.45,-7.01,TRADE
SA1,2022/04/01 02:00:00,1366.61,-1.87,TRADE
SA1,2022/04/01 02:05:00,1352.35,-12.18,TRADE
SA1,2022/04/01 02:10:00,1382.42,0.02,TRADE
SA1,2022/04/01 02:15:00,1353.02,0.02,TRADE
SA1,2022/04/01 02:20:00,1357.81,1.60,TRADE
SA1,2022/04/01 02:25:00,1341.56,0.02,TRADE
SA1,2022/04/01 02:30:00,1337.92,0.94,TRADE
SA1,2022/04/01 02:35:00,1349.93,0.02,TRADE
SA1,2022/04/01 02:40:00,1311.29,-42.50,TRADE
SA1,2022/04/01 02:45:00,1317.18,-42.50,TRADE
SA1,2022/04/01 02:50:00,1326.19,-12.24,TRADE
SA1,2022/04/01 02:55:00,1308.59,-34.12,TRADE
SA1,2022/04/01 03:00:00,1316.87,-4,TRADE
SA1,2022/04/01 03:05:00,1315.73,0.02,TRADE
SA1,2022/04/01 03:10:00,1293.22,-32.48,TRADE
SA1,2022/04/01 03:15:00,1304.4,-32.66,TRADE
SA1,2022/04/01 03:20:00,1293.64,-27.43,TRADE
SA1,2022/04/01 03:25:00,1320.04,-8.54,TRADE
SA1,2022/04/01 03:30:00,1297.6,-39.80,TRADE
SA1,2022/04/01 03:35:00,1285.84,-4,TRADE
SA1,2022/04/01 03:40:00,1274.92,-2.88,TRADE
SA1,2022/04/01 03:45:00,1276.67,-45,TRADE
SA1,2022/04/01 03:50:00,1258.71,-38.49,TRADE
SA1,2022/04/01 03:55:00,1261.13,-42.50,TRADE
SA1,2022/04/01 04:00:00,1267.44,-4.21,TRADE
SA1,2022/04/01 04:05:00,1275.04,7.66,TRADE
SA1,2022/04/01 04:10:00,1269.03,-15.81,TRADE
SA1,2022/04/01 04:15:00,1285.4,-14.11,TRADE
SA1,2022/04/01 04:20:00,1274.89,-5.05,TRADE
SA1,2022/04/01 04:25:00,1301.77,-5.25,TRADE
SA1,2022/04/01 04:30:00,1302.13,-4.32,TRADE
SA1,2022/04/01 04:35:00,1319.11,-4.02,TRADE
SA1,2022/04/01 04:40:00,1320.49,-2.51,TRADE
SA1,2022/04/01 04:45:00,1330.97,-4.24,TRADE
SA1,2022/04/01 04:50:00,1323.35,-18.99,TRADE
SA1,2022/04/01 04:55:00,1328.22,-10.45,TRADE
SA1,2022/04/01 05:00:00,1312.54,-2.70,TRADE
SA1,2022/04/01 05:05:00,1326.05,-4.11,TRADE
SA1,2022/04/01 05:10:00,1345.23,-2.70,TRADE
SA1,2022/04/01 05:15:00,1336.08,-4.04,TRADE
SA1,2022/04/01 05:20:00,1334.04,-8.18,TRADE
SA1,2022/04/01 05:25:00,1331.58,2.22,TRADE
SA1,2022/04/01 05:30:00,1378.01,64.58,TRADE
SA1,2022/04/01 05:35:00,1413.57,50.82,TRADE
SA1,2022/04/01 05:40:00,1428.89,18.57,TRADE
SA1,2022/04/01 05:45:00,1420.6,2.63,TRADE
SA1,2022/04/01 05:50:00,1430.98,20.63,TRADE
SA1,2022/04/01 05:55:00,1419.7,16.98,TRADE
