REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2022/12/01 00:05:00,1368.28,118.63,TRADE
SA1,2022/12/01 00:10:00,1371.64,123.05,TRADE
SA1,2022/12/01 00:15:00,1410.16,123.50,TRADE
SA1,2022/12/01 00:20:00,1387.73,119.61,TRADE
SA1,2022/12/01 00:25:00,1378.59,115.86,TRADE
SA1,2022/12/01 00:30:00,1387.28,116.30,TRADE
SA1,2022/12/01 00:35:00,1392.65,125.69,TRADE
SA1,2022/12/01 00:40:00,1393.99,126.35,TRADE
SA1,2022/12/01 00:45:00,1380.54,113.46,TRADE
SA1,2022/12/01 00:50:00,1386.8,127.02,TRADE
SA1,2022/12/01 00:55:00,1377.53,124.23,TRADE
SA1,2022/12/01 01:00:00,1375.89,127.70,TRADE
SA1,2022/12/01 01:05:00,1362.79,128.37,TRADE
SA1,2022/12/01 01:10:00,1355.62,128.39,TRADE
SA1,2022/12/01 01:15:00,1341.68,127.05,TRADE
SA1,2022/12/01 01:20:00,1328.14,124.75,TRADE
SA1,2022/12/01 01:25:00,1312.56,89.66,TRADE
SA1,2022/12/01 01:30:00,1304.92,125.64,TRADE
SA1,2022/12/01 01:35:00,1285.09,107.57,TRADE
SA1,2022/12/01 01:40:00,1296.98,111.97,TRADE
SA1,2022/12/01 01:45:00,1276.2,106.16,TRADE
SA1,2022/12/01 01:50:00,1275.17,90.08,TRADE
SA1,2022/12/01 01:55:00,1272.81,91.64,TRADE
SA1,2022/12/01 02:00:00,1249.63,90.41,TRADE
SA1,2022/12/01 02:05:00,1242.83,105.92,TRADE
SA1,2022/12/01 02:10:00,1233.36,88.92,TRADE
SA1,2022/12/01 02:15:00,1228.23,92.77,TRADE
SA1,2022/12/01 02:20:00,1222.71,90.52,TRADE
SA1,2022/12/01 02:25:00,1222.95,91.65,TRADE
SA1,2022/12/01 02:30:00,1212.93,92.58,TRADE
SA1,2022/12/01 02:35:00,1215.57,91.49,TRADE
SA1,2022/12/01 02:40:00,1228.57,91.67,TRADE
SA1,2022/12/01 02:45:00,1212.04,119.97,TRADE
SA1,2022/12/01 02:50:00,1189.89,102.05,TRADE
SA1,2022/12/01 02:55:00,1193.94,101.33,TRADE
SA1,2022/12/01 03:00:00,1197.47,116.39,TRADE
SA1,2022/12/01 03:05:00,1193.1,115.50,TRADE
SA1,2022/12/01 03:10:00,1181.07,114.94,TRADE
SA1,2022/12/01 03:15:00,1178.72,94.34,TRADE
SA1,2022/12/01 03:20:00,1179.75,103.76,TRADE
SA1,2022/12/01 03:25:00,1167.77,104.15,TRADE
SA1,2022/12/01 03:30:00,1160.33,108.74,TRADE
SA1,2022/12/01 03:35:00,1168.76,116.05,TRADE
SA1,2022/12/01 03:40:00,1174.09,119.80,TRADE
SA1,2022/12/01 03:45:00,1171.34,116.40,TRADE
SA1,2022/12/01 03:50:00,1165.44,115.38,TRADE
SA1,2022/12/01 03:55:00,1176.86,116.62,TRADE
SA1,2022/12/01 04:00:00,1185.71,116.72,TRADE
SA1,2022/12/01 04:05:00,1173.51,120.61,TRADE
SA1,2022/12/01 04:10:00,1180.93,129.15,TRADE
SA1,2022/12/01 04:15:00,1185.12,129.76,TRADE
SA1,2022/12/01 04:20:00,1194.01,130.40,TRADE
SA1,2022/12/01 04:25:00,1196.4,129.73,TRADE
SA1,2022/12/01 04:30:00,1181.14,127.73,TRADE
SA1,2022/12/01 04:35:00,1216.41,129.69,TRADE
SA1,2022/12/01 04:40:00,1208.5,129.67,TRADE
SA1,2022/12/01 04:45:00,1208.82,130.35,TRADE
SA1,2022/12/01 04:50:00,1228.55,131.02,TRADE
SA1,2022/12/01 04:55:00,1228.83,130.36,TRADE
SA1,2022/12/01 05:00:00,1227.01,130.33,TRADE
SA1,2022/12/01 05:05:00,1245.66,131.66,TRADE
SA1,2022/12/01 05:10:00,1258.85,149.42,TRADE
SA1,2022/12/01 05:15:00,1247.74,147.13,TRADE
SA1,2022/12/01 05:20:00,1233.61,150.44,TRADE
SA1,2022/12/01 05:25:00,1232.55,148.21,TRADE
SA1,2022/12/01 05:30:00,1253.35,129.54,TRADE
SA1,2022/12/01 05:35:00,1253.38,154.80,TRADE
SA1,2022/12/01 05:40:00,1287.42,156.36,TRADE
SA1,2022/12/01 05:45:00,1303.9,141.46,TRADE
SA1,2022/12/01 05:50:00,1301.3,135.60,TRADE
SA1,2022/12/01 05:55:00,1304.95,131.49,TRADE
SA1,2022/12/01 06:00:00,1313.6,131.64,TRADE
SA1,2022/12/01 06:05:00,1314.45,140.87,TRADE
SA1,2022/12/01 06:10:00,1322.47,133.96,TRADE
SA1,2022/12/01 06:15:00,1309.68,135.60,TRADE
SA1,2022/12/01 06:20:00,1309.16,135.07,TRADE
SA1,2022/12/01 06:25:00,1353.08,139.98,TRADE
SA1,2022/12/01 06:30:00,1320.33,126.68,TRADE
SA1,2022/12/01 06:35:00,1311.75,126.05,TRADE
SA1,2022/12/01 06:40:00,1335.69,135.14,TRADE
SA1,2022/12/01 06:45:00,1305.11,124.69,TRADE
SA1,2022/12/01 06:50:00,1294.17,124.70,TRADE
SA1,2022/12/01 06:55:00,1286.57,124.73,TRADE
SA1,2022/12/01 07:00:00,1267.95,124.73,TRADE
SA1,2022/12/01 07:05:00,1264.07,124.78,TRADE
SA1,2022/12/01 07:10:00,1216.36,122.81,TRADE
