REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2023/02/01 00:05:00,1358.85,112.70,TRADE
SA1,2023/02/01 00:10:00,1373.17,121.65,TRADE
SA1,2023/02/01 00:15:00,1385.37,120.44,TRADE
SA1,2023/02/01 00:20:00,1378.95,120.44,TRADE
SA1,2023/02/01 00:25:00,1377.2,114,TRADE
SA1,2023/02/01 00:30:00,1375.74,96.67,TRADE
SA1,2023/02/01 00:35:00,1379.19,113.17,TRADE
SA1,2023/02/01 00:40:00,1381.32,121.62,TRADE
SA1,2023/02/01 00:45:00,1364.49,112.36,TRADE
SA1,2023/02/01 00:50:00,1367.46,120.44,TRADE
SA1,2023/02/01 00:55:00,1353.35,118.49,TRADE
SA1,2023/02/01 01:00:00,1348.62,118.65,TRADE
SA1,2023/02/01 01:05:00,1339.27,111.93,TRADE
SA1,2023/02/01 01:10:00,1321.49,113.38,TRADE
SA1,2023/02/01 01:15:00,1310.42,113.32,TRADE
SA1,2023/02/01 01:20:00,1302.66,113.29,TRADE
SA1,2023/02/01 01:25:00,1291.44,102.73,TRADE
SA1,2023/02/01 01:30:00,1290.09,98.54,TRADE
SA1,2023/02/01 01:35:00,1278.6,101.21,TRADE
SA1,2023/02/01 01:40:00,1250.41,96.89,TRADE
SA1,2023/02/01 01:45:00,1264.5,98.68,TRADE
SA1,2023/02/01 01:50:00,1253.16,91.44,TRADE
SA1,2023/02/01 01:55:00,1239.63,99.92,TRADE
SA1,2023/02/01 02:00:00,1224.58,86.14,TRADE
SA1,2023/02/01 02:05:00,1221.94,83.44,TRADE
SA1,2023/02/01 02:10:00,1231.57,83.14,TRADE
SA1,2023/02/01 02:15:00,1209.29,82.58,TRADE
SA1,2023/02/01 02:20:00,1204.08,82.15,TRADE
SA1,2023/02/01 02:25:00,1213.52,82.59,TRADE
SA1,2023/02/01 02:30:00,1213.27,81.71,TRADE
SA1,2023/02/01 02:35:00,1210.7,82.17,TRADE
SA1,2023/02/01 02:40:00,1201.79,82.59,TRADE
SA1,2023/02/01 02:45:00,1192.75,82.72,TRADE
SA1,2023/02/01 02:50:00,1191.75,81.59,TRADE
SA1,2023/02/01 02:55:00,1188.5,82.60,TRADE
SA1,2023/02/01 03:00:00,1184.08,83.39,TRADE
SA1,2023/02/01 03:05:00,1170.15,83.39,TRADE
SA1,2023/02/01 03:10:00,1179.39,83.47,TRADE
SA1,2023/02/01 03:15:00,1171.25,83.91,TRADE
SA1,2023/02/01 03:20:00,1169,84.77,TRADE
SA1,2023/02/01 03:25:00,1161.78,84.76,TRADE
SA1,2023/02/01 03:30:00,1159.49,84.34,TRADE
SA1,2023/02/01 03:35:00,1169.15,85.22,TRADE
SA1,2023/02/01 03:40:00,1162.02,86.11,TRADE
SA1,2023/02/01 03:45:00,1170.77,86.99,TRADE
SA1,2023/02/01 03:50:00,1175.78,87.90,TRADE
SA1,2023/02/01 03:55:00,1164.07,87,TRADE
SA1,2023/02/01 04:00:00,1155.65,85.66,TRADE
SA1,2023/02/01 04:05:00,1167.34,85.13,TRADE
SA1,2023/02/01 04:10:00,1178,87.96,TRADE
SA1,2023/02/01 04:15:00,1180.45,94.38,TRADE
SA1,2023/02/01 04:20:00,1192.4,103.70,TRADE
SA1,2023/02/01 04:25:00,1176.33,103.53,TRADE
SA1,2023/02/01 04:30:00,1183.06,105.14,TRADE
SA1,2023/02/01 04:35:00,1197.7,93.04,TRADE
SA1,2023/02/01 04:40:00,1216.02,92.49,TRADE
SA1,2023/02/01 04:45:00,1200.16,93.35,TRADE
SA1,2023/02/01 04:50:00,1211.72,93.50,TRADE
SA1,2023/02/01 04:55:00,1225.59,91.33,TRADE
SA1,2023/02/01 05:00:00,1225.88,91.48,TRADE
SA1,2023/02/01 05:05:00,1219.69,107.51,TRADE
SA1,2023/02/01 05:10:00,1242.81,128.72,TRADE
SA1,2023/02/01 05:15:00,1233.04,126.10,TRADE
SA1,2023/02/01 05:20:00,1241.13,113.13,TRADE
SA1,2023/02/01 05:25:00,1251.55,132.05,TRADE
SA1,2023/02/01 05:30:00,1253.56,126.56,TRADE
SA1,2023/02/01 05:35:00,1293.48,130.44,TRADE
SA1,2023/02/01 05:40:00,1316.67,134.73,TRADE
SA1,2023/02/01 05:45:00,1309.46,128.80,TRADE
SA1,2023/02/01 05:50:00,1325,124.58,TRADE
SA1,2023/02/01 05:55:00,1329.15,116.78,TRADE
SA1,2023/02/01 06:00:00,1339.14,125.09,TRADE
SA1,2023/02/01 06:05:00,1339.74,131.80,TRADE
SA1,2023/02/01 06:10:00,1363.85,133.94,TRADE
SA1,2023/02/01 06:15:00,1376.92,129.24,TRADE
SA1,2023/02/01 06:20:00,1403.12,133.24,TRADE
SA1,2023/02/01 06:25:00,1447.61,112.81,TRADE
SA1,2023/02/01 06:30:00,1414.51,100.13,TRADE
SA1,2023/02/01 06:35:00,1435.61,100.95,TRADE
SA1,2023/02/01 06:40:00,1424.85,103.13,TRADE
SA1,2023/02/01 06:45:00,1424.55,101.89,TRADE
SA1,2023/02/01 06:50:00,1423.15,108.99,TRADE
SA1,2023/02/01 06:55:00,1412.86,107.67,TRADE
SA1,2023/02/01 07:00:00,1410.34,104.38,TRADE
SA1,2023/02/01 07:05:00,1421.76,95.13,TRADE
SA1,2023/02/01 07:10:00,1390.82,78.47,TRADE
SA1,2023/02/01 07:15:00,1357.04,2.43,TRADE
SA1,2023/02/01 07:20:00,1360.95,3.18,TRADE
SA1,2023/02/01 07:25:00,1341.18,9.75,TRADE
SA1,2023/02/01 07:30:00,1330.43,9.70,TRADE
SA1,2023/02/01 07:35:00,1294.17,9.55,TRADE
SA1,2023/02/01 07:40:00,1311.69,9.70,TRADE
SA1,2023/02/01 07:45:00,1265.67,9.65,TRADE
SA1,2023/02/01 07:50:00,1227.93,-21.33,TRADE
SA1,2023/02/01 07:55:00,1222.21,2.80,TRADE
SA1,2023/02/01 08:00:00,1202.5,9.40,TRADE
SA1,2023/02/01 08:05:00,1188.03,6.99,TRADE
SA1,2023/02/01 08:10:00,1199.55,-20.90,TRADE
SA1,2023/02/01 08:15:00,1180.61,-20.68,TRADE
SA1,2023/02/01 08:20:00,1163.47,-39.32,TRADE
SA1,2023/02/01 08:25:00,1150.11,-39.34,TRADE
SA1,2023/02/01 08:30:00,1120.9,-38.71,TRADE
SA1,2023/02/01 08:35:00,1119.35,-46,TRADE
SA1,2023/02/01 08:40:00,1093.32,-53.50,TRADE
SA1,2023/02/01 08:45:00,1111.04,-50.68,TRADE
SA1,2023/02/01 08:50:00,1101.66,-56.20,TRADE
SA1,2023/02/01 08:55:00,1089.33,-49.88,TRADE
SA1,2023/02/01 09:00:00,1077.03,-45.79,TRADE
SA1,2023/02/01 09:05:00,1071.33,-46.36,TRADE
SA1,2023/02/01 09:10:00,1067.37,-39.57,TRADE
SA1,2023/02/01 09:15:00,1078.41,-40.20,TRADE
SA1,2023/02/01 09:20:00,1072.16,-40.41,TRADE
SA1,2023/02/01 09:25:00,1075.42,-39.99,TRADE
SA1,2023/02/01 09:30:00,1067.67,-39.57,TRADE
SA1,2023/02/01 09:35:00,1071.02,-38.95,TRADE
SA1,2023/02/01 09:40:00,1080.06,-38.54,TRADE
SA1,2023/02/01 09:45:00,1090.61,-38.53,TRADE
SA1,2023/02/01 09:50:00,1072.4,-38.53,TRADE
SA1,2023/02/01 09:55:00,1062.81,-38.73,TRADE
SA1,2023/02/01 10:00:00,1044.8,-37.70,TRADE
SA1,2023/02/01 10:05:00,1042.35,-37.49,TRADE
SA1,2023/02/01 10:10:00,1051.69,-37.28,TRADE
SA1,2023/02/01 10:15:00,1025,-36.86,TRADE
SA1,2023/02/01 10:20:00,993.05,-36.46,TRADE
SA1,2023/02/01 10:25:00,971.26,-36.25,TRADE
SA1,2023/02/01 10:30:00,953.49,-34.76,TRADE
SA1,2023/02/01 10:35:00,934.63,-34.76,TRADE
SA1,2023/02/01 10:40:00,912.48,-34.37,TRADE
SA1,2023/02/01 10:45:00,927.6,-34.37,TRADE
SA1,2023/02/01 10:50:00,943.52,-24.44,TRADE
SA1,2023/02/01 10:55:00,940.88,-34.77,TRADE
SA1,2023/02/01 11:00:00,979.01,-35.36,TRADE
SA1,2023/02/01 11:05:00,979.58,-36.27,TRADE
SA1,2023/02/01 11:10:00,973.68,-35.86,TRADE
SA1,2023/02/01 11:15:00,957.79,-35.27,TRADE
SA1,2023/02/01 11:20:00,978.22,-35.47,TRADE
SA1,2023/02/01 11:25:00,941.27,-34.87,TRADE
SA1,2023/02/01 11:30:00,929.61,-34.68,TRADE
SA1,2023/02/01 11:35:00,907.73,-34.48,TRADE
SA1,2023/02/01 11:40:00,897.35,-34.68,TRADE
SA1,2023/02/01 11:45:00,877.76,-34.69,TRADE
SA1,2023/02/01 11:50:00,886.18,-34.69,TRADE
SA1,2023/02/01 11:55:00,886.42,-34.69,TRADE
SA1,2023/02/01 12:00:00,878.53,-40.78,TRADE
SA1,2023/02/01 12:05:00,864.85,-34.70,TRADE
SA1,2023/02/01 12:10:00,852.32,-34.30,TRADE
SA1,2023/02/01 12:15:00,873.75,-35.49,TRADE
SA1,2023/02/01 12:20:00,894.55,-35.29,TRADE
SA1,2023/02/01 12:25:00,902.01,-35.69,TRADE
SA1,2023/02/01 12:30:00,869.91,-34.69,TRADE
SA1,2023/02/01 12:35:00,870.5,-34.89,TRADE
SA1,2023/02/01 12:40:00,870.86,-34.89,TRADE
SA1,2023/02/01 12:45:00,889.32,-34.89,TRADE
SA1,2023/02/01 12:50:00,894.64,-35.28,TRADE
SA1,2023/02/01 12:55:00,916.85,1.04,TRADE
SA1,2023/02/01 13:00:00,907.99,-34.13,TRADE
SA1,2023/02/01 13:05:00,903.95,-12.70,TRADE
SA1,2023/02/01 13:10:00,895.74,-34.97,TRADE
SA1,2023/02/01 13:15:00,925.9,-15.63,TRADE
SA1,2023/02/01 13:20:00,930.69,-29.32,TRADE
SA1,2023/02/01 13:25:00,944.02,-35.16,TRADE
SA1,2023/02/01 13:30:00,989.04,-33.14,TRADE
SA1,2023/02/01 13:35:00,1015.84,-35.55,TRADE
SA1,2023/02/01 13:40:00,1029.09,-36.14,TRADE
SA1,2023/02/01 13:45:00,1057.69,2.20,TRADE
SA1,2023/02/01 13:50:00,1050.21,9.46,TRADE
SA1,2023/02/01 13:55:00,1025.26,-35.94,TRADE
SA1,2023/02/01 14:00:00,1040.93,13.91,TRADE
SA1,2023/02/01 14:05:00,1042.38,-36.15,TRADE
SA1,2023/02/01 14:10:00,1031.21,-35.76,TRADE
SA1,2023/02/01 14:15:00,975.47,15.76,TRADE
SA1,2023/02/01 14:20:00,927.29,-35.56,TRADE
SA1,2023/02/01 14:25:00,917.62,-35.67,TRADE
SA1,2023/02/01 14:30:00,912.08,-34.02,TRADE
SA1,2023/02/01 14:35:00,905.64,-34.41,TRADE
SA1,2023/02/01 14:40:00,881.93,-34.88,TRADE
SA1,2023/02/01 14:45:00,896.73,-33.83,TRADE
SA1,2023/02/01 14:50:00,936.34,-35.67,TRADE
SA1,2023/02/01 14:55:00,962.69,7.86,TRADE
SA1,2023/02/01 15:00:00,969.13,-34.59,TRADE
SA1,2023/02/01 15:05:00,1009.05,-35.27,TRADE
SA1,2023/02/01 15:10:00,1014.94,-34.21,TRADE
SA1,2023/02/01 15:15:00,1001.05,-33.43,TRADE
SA1,2023/02/01 15:20:00,1008,-33.05,TRADE
SA1,2023/02/01 15:25:00,1013.98,-32.66,TRADE
SA1,2023/02/01 15:30:00,1017.14,-32.65,TRADE
SA1,2023/02/01 15:35:00,1056.45,2.92,TRADE
SA1,2023/02/01 15:40:00,1046.34,0.02,TRADE
SA1,2023/02/01 15:45:00,1002.33,-31.90,TRADE
SA1,2023/02/01 15:50:00,989.05,-31.71,TRADE
SA1,2023/02/01 15:55:00,967.38,-17.40,TRADE
SA1,2023/02/01 16:00:00,940.37,-46,TRADE
SA1,2023/02/01 16:05:00,983.03,-32.69,TRADE
SA1,2023/02/01 16:10:00,956.34,-20.30,TRADE
SA1,2023/02/01 16:15:00,961.4,1.20,TRADE
