REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2022/08/01 00:05:00,1660.17,73.25,TRADE
SA1,2022/08/01 00:10:00,1682.81,72.88,TRADE
SA1,2022/08/01 00:15:00,1671.65,73.28,TRADE
SA1,2022/08/01 00:20:00,1659.52,46.85,TRADE
SA1,2022/08/01 00:25:00,1672.97,58.72,TRADE
SA1,2022/08/01 00:30:00,1671.37,9.79,TRADE
SA1,2022/08/01 00:35:00,1660.24,77.97,TRADE
SA1,2022/08/01 00:40:00,1658.6,141.67,TRADE
SA1,2022/08/01 00:45:00,1648.99,87.13,TRADE
SA1,2022/08/01 00:50:00,1642.29,83.30,TRADE
SA1,2022/08/01 00:55:00,1637.93,23.30,TRADE
SA1,2022/08/01 01:00:00,1639.63,9.51,TRADE
SA1,2022/08/01 01:05:00,1610.43,-3.17,TRADE
SA1,2022/08/01 01:10:00,1614.9,0,TRADE
SA1,2022/08/01 01:15:00,1601.18,9.34,TRADE
SA1,2022/08/01 01:20:00,1619.1,-26.69,TRADE
SA1,2022/08/01 01:25:00,1603.22,9.30,TRADE
SA1,2022/08/01 01:30:00,1571.21,-26.16,TRADE
SA1,2022/08/01 01:35:00,1570.13,26.42,TRADE
SA1,2022/08/01 01:40:00,1567.79,9.25,TRADE
SA1,2022/08/01 01:45:00,1564.62,10.59,TRADE
SA1,2022/08/01 01:50:00,1551.31,9.25,TRADE
SA1,2022/08/01 01:55:00,1517.9,9.10,TRADE
SA1,2022/08/01 02:00:00,1513.72,9.01,TRADE
SA1,2022/08/01 02:05:00,1505.29,-25.75,TRADE
SA1,2022/08/01 02:10:00,1505.13,9.15,TRADE
SA1,2022/08/01 02:15:00,1504.05,21.08,TRADE
SA1,2022/08/01 02:20:00,1478.47,9.20,TRADE
SA1,2022/08/01 02:25:00,1475.31,-2.04,TRADE
SA1,2022/08/01 02:30:00,1494.38,4.91,TRADE
SA1,2022/08/01 02:35:00,1478.48,8.82,TRADE
SA1,2022/08/01 02:40:00,1490.89,8.90,TRADE
SA1,2022/08/01 02:45:00,1452.69,8.86,TRADE
SA1,2022/08/01 02:50:00,1439.59,8.86,TRADE
SA1,2022/08/01 02:55:00,1379.23,-2.66,TRADE
SA1,2022/08/01 03:00:00,1446.26,19.84,TRADE
SA1,2022/08/01 03:05:00,1421.7,8.86,TRADE
SA1,2022/08/01 03:10:00,1404.46,-24.16,TRADE
SA1,2022/08/01 03:15:00,1425.68,4.74,TRADE
SA1,2022/08/01 03:20:00,1409.73,-3.86,TRADE
SA1,2022/08/01 03:25:00,1408.44,8.68,TRADE
SA1,2022/08/01 03:30:00,1398.31,8.68,TRADE
SA1,2022/08/01 03:35:00,1399.39,0,TRADE
SA1,2022/08/01 03:40:00,1403.44,0,TRADE
SA1,2022/08/01 03:45:00,1401.27,-25.09,TRADE
SA1,2022/08/01 03:50:00,1383.79,8.77,TRADE
SA1,2022/08/01 03:55:00,1384.47,8.72,TRADE
SA1,2022/08/01 04:00:00,1366.73,8.75,TRADE
SA1,2022/08/01 04:05:00,1352.36,-24.42,TRADE
SA1,2022/08/01 04:10:00,1390.13,1.82,TRADE
SA1,2022/08/01 04:15:00,1383.02,15.43,TRADE
SA1,2022/08/01 04:20:00,1362.77,-12,TRADE
SA1,2022/08/01 04:25:00,1355.62,-12.98,TRADE
SA1,2022/08/01 04:30:00,1370.2,-13.21,TRADE
SA1,2022/08/01 04:35:00,1370,-13.24,TRADE
SA1,2022/08/01 04:40:00,1365.57,-13.20,TRADE
SA1,2022/08/01 04:45:00,1358.71,19.87,TRADE
SA1,2022/08/01 04:50:00,1329.98,16.20,TRADE
SA1,2022/08/01 04:55:00,1352.06,19.84,TRADE
SA1,2022/08/01 05:00:00,1361.62,19.97,TRADE
SA1,2022/08/01 05:05:00,1357.14,20.08,TRADE
SA1,2022/08/01 05:10:00,1370.46,8.91,TRADE
SA1,2022/08/01 05:15:00,1370.59,17.65,TRADE
SA1,2022/08/01 05:20:00,1379.68,9,TRADE
SA1,2022/08/01 05:25:00,1385.94,8.90,TRADE
SA1,2022/08/01 05:30:00,1399.76,10.68,TRADE
SA1,2022/08/01 05:35:00,1434.72,9.10,TRADE
