REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2022/01/01 00:05:00,1728.03,133.95,TRADE
SA1,2022/01/01 00:10:00,1714.77,132.42,TRADE
SA1,2022/01/01 00:15:00,1696.1,128.03,TRADE
SA1,2022/01/01 00:20:00,1682.89,113.20,TRADE
SA1,2022/01/01 00:25:00,1691.49,125.67,TRADE
SA1,2022/01/01 00:30:00,1700.08,125.01,TRADE
SA1,2022/01/01 00:35:00,1725.45,127.95,TRADE
SA1,2022/01/01 00:40:00,1711.76,132.39,TRADE
SA1,2022/01/01 00:45:00,1698.33,130.65,TRADE
SA1,2022/01/01 00:50:00,1693.85,127.63,TRADE
SA1,2022/01/01 00:55:00,1673.53,100.72,TRADE
SA1,2022/01/01 01:00:00,1659.15,95.10,TRADE
SA1,2022/01/01 01:05:00,1630.08,108.40,TRADE
SA1,2022/01/01 01:10:00,1627.9,106.59,TRADE
SA1,2022/01/01 01:15:00,1613.67,91.46,TRADE
SA1,2022/01/01 01:20:00,1581.18,103.07,TRADE
SA1,2022/01/01 01:25:00,1563.72,89,TRADE
SA1,2022/01/01 01:30:00,1555.58,88.99,TRADE
SA1,2022/01/01 01:35:00,1548.07,89,TRADE
SA1,2022/01/01 01:40:00,1545.76,96.07,TRADE
SA1,2022/01/01 01:45:00,1546.47,89,TRADE
SA1,2022/01/01 01:50:00,1511.28,96.56,TRADE
SA1,2022/01/01 01:55:00,1497.36,85.80,TRADE
SA1,2022/01/01 02:00:00,1479.17,84.30,TRADE
SA1,2022/01/01 02:05:00,1498.14,93.85,TRADE
SA1,2022/01/01 02:10:00,1498.16,99.34,TRADE
SA1,2022/01/01 02:15:00,1499.7,95.21,TRADE
SA1,2022/01/01 02:20:00,1499.28,76.77,TRADE
SA1,2022/01/01 02:25:00,1494.17,97.97,TRADE
SA1,2022/01/01 02:30:00,1481.18,88.01,TRADE
SA1,2022/01/01 02:35:00,1467.54,110.27,TRADE
SA1,2022/01/01 02:40:00,1451.32,111.20,TRADE
SA1,2022/01/01 02:45:00,1441.2,113.10,TRADE
SA1,2022/01/01 02:50:00,1447.4,113.71,TRADE
SA1,2022/01/01 02:55:00,1442.41,110.48,TRADE
SA1,2022/01/01 03:00:00,1444.77,88.01,TRADE
SA1,2022/01/01 03:05:00,1417.49,110.93,TRADE
SA1,2022/01/01 03:10:00,1430.01,115.54,TRADE
SA1,2022/01/01 03:15:00,1435.73,143.28,TRADE
SA1,2022/01/01 03:20:00,1428.68,142.99,TRADE
SA1,2022/01/01 03:25:00,1435.33,149.99,TRADE
SA1,2022/01/01 03:30:00,1410.83,88.01,TRADE
SA1,2022/01/01 03:35:00,1409.61,149.99,TRADE
SA1,2022/01/01 03:40:00,1403.77,116.44,TRADE
SA1,2022/01/01 03:45:00,1415.63,148.89,TRADE
SA1,2022/01/01 03:50:00,1414.81,142.99,TRADE
SA1,2022/01/01 03:55:00,1403.45,116.44,TRADE
SA1,2022/01/01 04:00:00,1390.9,116.44,TRADE
SA1,2022/01/01 04:05:00,1406.76,116.44,TRADE
SA1,2022/01/01 04:10:00,1374.12,154.35,TRADE
SA1,2022/01/01 04:15:00,1383.74,116.44,TRADE
SA1,2022/01/01 04:20:00,1381.87,116.44,TRADE
SA1,2022/01/01 04:25:00,1387.34,116.44,TRADE
SA1,2022/01/01 04:30:00,1378.65,88.01,TRADE
SA1,2022/01/01 04:35:00,1378.99,146.44,TRADE
SA1,2022/01/01 04:40:00,1405.55,146.44,TRADE
SA1,2022/01/01 04:45:00,1398.77,146.44,TRADE
SA1,2022/01/01 04:50:00,1367.41,116.44,TRADE
SA1,2022/01/01 04:55:00,1403.61,379.95,TRADE
SA1,2022/01/01 05:00:00,1389.58,116.44,TRADE
SA1,2022/01/01 05:05:00,1362.2,88.01,TRADE
SA1,2022/01/01 05:10:00,1369.74,146.44,TRADE
SA1,2022/01/01 05:15:00,1364.27,136.29,TRADE
SA1,2022/01/01 05:20:00,1353.13,116.44,TRADE
SA1,2022/01/01 05:25:00,1374.56,149.99,TRADE
SA1,2022/01/01 05:30:00,1362.26,116.44,TRADE
SA1,2022/01/01 05:35:00,1360.16,88.01,TRADE
SA1,2022/01/01 05:40:00,1336.4,71.94,TRADE
SA1,2022/01/01 05:45:00,1353.35,149.99,TRADE
SA1,2022/01/01 05:50:00,1327.92,88.01,TRADE
SA1,2022/01/01 05:55:00,1298.21,32.41,TRADE
SA1,2022/01/01 06:00:00,1300.5,63.19,TRADE
SA1,2022/01/01 06:05:00,1299.18,24.88,TRADE
SA1,2022/01/01 06:10:00,1301.63,61.54,TRADE
SA1,2022/01/01 06:15:00,1302.42,72.44,TRADE
SA1,2022/01/01 06:20:00,1293.62,28.23,TRADE
SA1,2022/01/01 06:25:00,1300.21,23.51,TRADE
SA1,2022/01/01 06:30:00,1283.96,0.73,TRADE
SA1,2022/01/01 06:35:00,1279.36,12.01,TRADE
SA1,2022/01/01 06:40:00,1283.44,0.77,TRADE
SA1,2022/01/01 06:45:00,1263.5,25.56,TRADE
SA1,2022/01/01 06:50:00,1235.82,19.70,TRADE
SA1,2022/01/01 06:55:00,1232.28,20.55,TRADE
SA1,2022/01/01 07:00:00,1215.74,0,TRADE
SA1,2022/01/01 07:05:00,1206.28,-1.02,TRADE
SA1,2022/01/01 07:10:00,1180.71,19.42,TRADE
SA1,2022/01/01 07:15:00,1147.01,14.25,TRADE
SA1,2022/01/01 07:20:00,1169.37,19.97,TRADE
SA1,2022/01/01 07:25:00,1159.19,26.12,TRADE
SA1,2022/01/01 07:30:00,1155.11,27.39,TRADE
