REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2022/03/01 00:05:00,1542.01,93.27,TRADE
SA1,2022/03/01 00:10:00,1526.97,89.48,TRADE
SA1,2022/03/01 00:15:00,1503.86,91.13,TRADE
SA1,2022/03/01 00:20:00,1503.37,89.45,TRADE
SA1,2022/03/01 00:25:00,1508.33,89.95,TRADE
SA1,2022/03/01 00:30:00,1511.58,87.80,TRADE
SA1,2022/03/01 00:35:00,1504.62,80.44,TRADE
SA1,2022/03/01 00:40:00,1502.29,80.44,TRADE
SA1,2022/03/01 00:45:00,1502.63,80.44,TRADE
SA1,2022/03/01 00:50:00,1497.66,80.44,TRADE
SA1,2022/03/01 00:55:00,1496.32,77.32,TRADE
SA1,2022/03/01 01:00:00,1484.12,78.14,TRADE
SA1,2022/03/01 01:05:00,1486.39,85.81,TRADE
SA1,2022/03/01 01:10:00,1465.02,80.44,TRADE
SA1,2022/03/01 01:15:00,1439.32,80.44,TRADE
SA1,2022/03/01 01:20:00,1442.14,80.44,TRADE
SA1,2022/03/01 01:25:00,1420.75,80.44,TRADE
SA1,2022/03/01 01:30:00,1405.49,83.40,TRADE
SA1,2022/03/01 01:35:00,1407.01,89.22,TRADE
SA1,2022/03/01 01:40:00,1390.51,88.34,TRADE
SA1,2022/03/01 01:45:00,1395.35,94.83,TRADE
SA1,2022/03/01 01:50:00,1380.43,94.84,TRADE
SA1,2022/03/01 01:55:00,1365.84,95.33,TRADE
SA1,2022/03/01 02:00:00,1359.45,95.34,TRADE
SA1,2022/03/01 02:05:00,1336.7,94.37,TRADE
SA1,2022/03/01 02:10:00,1333.52,89.66,TRADE
SA1,2022/03/01 02:15:00,1336.17,92.37,TRADE
SA1,2022/03/01 02:20:00,1329.91,87.04,TRADE
SA1,2022/03/01 02:25:00,1337.96,92.35,TRADE
SA1,2022/03/01 02:30:00,1314.53,91.38,TRADE
SA1,2022/03/01 02:35:00,1312.05,94.08,TRADE
SA1,2022/03/01 02:40:00,1335.5,80.44,TRADE
SA1,2022/03/01 02:45:00,1330.56,80.44,TRADE
SA1,2022/03/01 02:50:00,1343.18,80.44,TRADE
SA1,2022/03/01 02:55:00,1327.91,80.44,TRADE
SA1,2022/03/01 03:00:00,1342.03,81.05,TRADE
SA1,2022/03/01 03:05:00,1325.83,93.77,TRADE
SA1,2022/03/01 03:10:00,1325.7,93.33,TRADE
SA1,2022/03/01 03:15:00,1312.77,92.89,TRADE
SA1,2022/03/01 03:20:00,1307.15,91.91,TRADE
SA1,2022/03/01 03:25:00,1305.9,77.12,TRADE
SA1,2022/03/01 03:30:00,1317.26,96.17,TRADE
SA1,2022/03/01 03:35:00,1299.3,77.10,TRADE
SA1,2022/03/01 03:40:00,1308.48,80.44,TRADE
SA1,2022/03/01 03:45:00,1291.97,80.44,TRADE
SA1,2022/03/01 03:50:00,1291.55,80.44,TRADE
SA1,2022/03/01 03:55:00,1305.43,80.44,TRADE
SA1,2022/03/01 04:00:00,1297.14,80.44,TRADE
SA1,2022/03/01 04:05:00,1300.53,78.99,TRADE
SA1,2022/03/01 04:10:00,1314.36,80.66,TRADE
SA1,2022/03/01 04:15:00,1304.75,97.09,TRADE
SA1,2022/03/01 04:20:00,1311.57,95.04,TRADE
SA1,2022/03/01 04:25:00,1289.49,94.28,TRADE
SA1,2022/03/01 04:30:00,1301.07,95.75,TRADE
SA1,2022/03/01 04:35:00,1318.81,102.87,TRADE
SA1,2022/03/01 04:40:00,1324.21,99.44,TRADE
SA1,2022/03/01 04:45:00,1345.96,100.22,TRADE
SA1,2022/03/01 04:50:00,1352.01,101.35,TRADE
SA1,2022/03/01 04:55:00,1357.3,99.44,TRADE
SA1,2022/03/01 05:00:00,1342.22,99.44,TRADE
SA1,2022/03/01 05:05:00,1351.03,99.44,TRADE
SA1,2022/03/01 05:10:00,1369.48,102.97,TRADE
SA1,2022/03/01 05:15:00,1373.95,103.56,TRADE
SA1,2022/03/01 05:20:00,1358.56,103.64,TRADE
SA1,2022/03/01 05:25:00,1345.77,103.91,TRADE
SA1,2022/03/01 05:30:00,1373.04,108.22,TRADE
SA1,2022/03/01 05:35:00,1413.42,111.60,TRADE
SA1,2022/03/01 05:40:00,1447.12,118.73,TRADE
SA1,2022/03/01 05:45:00,1453.88,113.31,TRADE
SA1,2022/03/01 05:50:00,1443.37,115.90,TRADE
SA1,2022/03/01 05:55:00,1446.17,114.42,TRADE
SA1,2022/03/01 06:00:00,1430.52,110.78,TRADE
SA1,2022/03/01 06:05:00,1444.35,112.10,TRADE
SA1,2022/03/01 06:10:00,1469.13,131.98,TRADE
SA1,2022/03/01 06:15:00,1499.32,145.33,TRADE
