REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2022/02/01 00:05:00,1648.91,137.65,TRADE
SA1,2022/02/01 00:10:00,1681.16,342.51,TRADE
SA1,2022/02/01 00:15:00,1654.51,122.44,TRADE
SA1,2022/02/01 00:20:00,1657.45,106.19,TRADE
SA1,2022/02/01 00:25:00,1648.27,123.56,TRADE
SA1,2022/02/01 00:30:00,1636.57,105.39,TRADE
SA1,2022/02/01 00:35:00,1642,129.61,TRADE
SA1,2022/02/01 00:40:00,1654.06,128.60,TRADE
SA1,2022/02/01 00:45:00,1618.61,174.20,TRADE
SA1,2022/02/01 00:50:00,1598.73,100.74,TRADE
SA1,2022/02/01 00:55:00,1574.48,100.99,TRADE
SA1,2022/02/01 01:00:00,1579.4,99.44,TRADE
SA1,2022/02/01 01:05:00,1563.55,152.47,TRADE
SA1,2022/02/01 01:10:00,1569.1,122.89,TRADE
SA1,2022/02/01 01:15:00,1548.25,121.53,TRADE
SA1,2022/02/01 01:20:00,1541.34,121.46,TRADE
SA1,2022/02/01 01:25:00,1506.95,96.25,TRADE
SA1,2022/02/01 01:30:00,1513.74,101.14,TRADE
SA1,2022/02/01 01:35:00,1490.92,115.17,TRADE
SA1,2022/02/01 01:40:00,1472.37,105.88,TRADE
SA1,2022/02/01 01:45:00,1436.45,112.04,TRADE
SA1,2022/02/01 01:50:00,1445.26,95.49,TRADE
SA1,2022/02/01 01:55:00,1441.3,95.13,TRADE
SA1,2022/02/01 02:00:00,1426.58,88.73,TRADE
SA1,2022/02/01 02:05:00,1432.97,99.44,TRADE
SA1,2022/02/01 02:10:00,1451.75,113.77,TRADE
SA1,2022/02/01 02:15:00,1463.32,106.66,TRADE
SA1,2022/02/01 02:20:00,1438.58,90.37,TRADE
SA1,2022/02/01 02:25:00,1434.19,88.44,TRADE
SA1,2022/02/01 02:30:00,1418.92,88.44,TRADE
SA1,2022/02/01 02:35:00,1425.78,88.44,TRADE
SA1,2022/02/01 02:40:00,1394.31,89.62,TRADE
SA1,2022/02/01 02:45:00,1400.19,88.44,TRADE
SA1,2022/02/01 02:50:00,1389.47,99.44,TRADE
SA1,2022/02/01 02:55:00,1380.46,89.13,TRADE
SA1,2022/02/01 03:00:00,1377.92,115.32,TRADE
SA1,2022/02/01 03:05:00,1383.7,102.58,TRADE
SA1,2022/02/01 03:10:00,1392.97,117.92,TRADE
SA1,2022/02/01 03:15:00,1387.29,99.44,TRADE
SA1,2022/02/01 03:20:00,1372.07,99.44,TRADE
SA1,2022/02/01 03:25:00,1361.49,87.50,TRADE
SA1,2022/02/01 03:30:00,1355.44,99.44,TRADE
SA1,2022/02/01 03:35:00,1356.16,88.44,TRADE
SA1,2022/02/01 03:40:00,1345,88.44,TRADE
SA1,2022/02/01 03:45:00,1344.87,72.88,TRADE
SA1,2022/02/01 03:50:00,1344.57,83.41,TRADE
SA1,2022/02/01 03:55:00,1347.68,87.63,TRADE
SA1,2022/02/01 04:00:00,1348.89,86.89,TRADE
SA1,2022/02/01 04:05:00,1359.37,81.48,TRADE
SA1,2022/02/01 04:10:00,1348.01,79.48,TRADE
SA1,2022/02/01 04:15:00,1344.92,94.26,TRADE
SA1,2022/02/01 04:20:00,1340.43,94.20,TRADE
SA1,2022/02/01 04:25:00,1355.87,106,TRADE
SA1,2022/02/01 04:30:00,1355.81,133.68,TRADE
SA1,2022/02/01 04:35:00,1353.35,79.58,TRADE
SA1,2022/02/01 04:40:00,1364.56,82.88,TRADE
SA1,2022/02/01 04:45:00,1349.81,81.80,TRADE
SA1,2022/02/01 04:50:00,1359.28,82.16,TRADE
SA1,2022/02/01 04:55:00,1363.69,81.98,TRADE
SA1,2022/02/01 05:00:00,1360.74,77.92,TRADE
SA1,2022/02/01 05:05:00,1373.95,71.67,TRADE
SA1,2022/02/01 05:10:00,1386.95,89.71,TRADE
SA1,2022/02/01 05:15:00,1393.07,89.82,TRADE
SA1,2022/02/01 05:20:00,1385,80.52,TRADE
SA1,2022/02/01 05:25:00,1385.43,76.44,TRADE
SA1,2022/02/01 05:30:00,1383.21,77.01,TRADE
SA1,2022/02/01 05:35:00,1398.23,78.14,TRADE
SA1,2022/02/01 05:40:00,1435.52,79.22,TRADE
SA1,2022/02/01 05:45:00,1443.32,78.68,TRADE
SA1,2022/02/01 05:50:00,1438.2,90.74,TRADE
SA1,2022/02/01 05:55:00,1447.99,82.12,TRADE
SA1,2022/02/01 06:00:00,1448.29,91.78,TRADE
SA1,2022/02/01 06:05:00,1445.18,90.73,TRADE
SA1,2022/02/01 06:10:00,1455.99,113.43,TRADE
SA1,2022/02/01 06:15:00,1450.43,116.57,TRADE
SA1,2022/02/01 06:20:00,1449.29,109.01,TRADE
SA1,2022/02/01 06:25:00,1465.4,84.96,TRADE
SA1,2022/02/01 06:30:00,1472.79,83.95,TRADE
SA1,2022/02/01 06:35:00,1469.93,84.27,TRADE
SA1,2022/02/01 06:40:00,1467.03,82.98,TRADE
SA1,2022/02/01 06:45:00,1490.24,84.29,TRADE
SA1,2022/02/01 06:50:00,1480.99,76.44,TRADE
SA1,2022/02/01 06:55:00,1485.24,78.30,TRADE
SA1,2022/02/01 07:00:00,1477.07,78.11,TRADE
SA1,2022/02/01 07:05:00,1480.29,76.44,TRADE
SA1,2022/02/01 07:10:00,1473.56,80.13,TRADE
SA1,2022/02/01 07:15:00,1459.76,76.44,TRADE
SA1,2022/02/01 07:20:00,1456.67,76.44,TRADE
SA1,2022/02/01 07:25:00,1437.78,76.44,TRADE
SA1,2022/02/01 07:30:00,1422.36,70.01,TRADE
SA1,2022/02/01 07:35:00,1406.45,73.71,TRADE
SA1,2022/02/01 07:40:00,1405.86,63.67,TRADE
SA1,2022/02/01 07:45:00,1386.79,58.97,TRADE
SA1,2022/02/01 07:50:00,1390.21,18.68,TRADE
SA1,2022/02/01 07:55:00,1380.9,18.48,TRADE
SA1,2022/02/01 08:00:00,1354.36,17.99,TRADE
SA1,2022/02/01 08:05:00,1366.82,48.01,TRADE
SA1,2022/02/01 08:10:00,1344.71,80.65,TRADE
SA1,2022/02/01 08:15:00,1337.94,32.95,TRADE
SA1,2022/02/01 08:20:00,1305.45,46.12,TRADE
SA1,2022/02/01 08:25:00,1278.58,46.08,TRADE
SA1,2022/02/01 08:30:00,1279.62,10.89,TRADE
SA1,2022/02/01 08:35:00,1262.16,18.30,TRADE
SA1,2022/02/01 08:40:00,1242.74,18.40,TRADE
SA1,2022/02/01 08:45:00,1237.76,18.40,TRADE
SA1,2022/02/01 08:50:00,1214.55,18.60,TRADE
SA1,2022/02/01 08:55:00,1212.86,19.77,TRADE
SA1,2022/02/01 09:00:00,1208.4,6.64,TRADE
SA1,2022/02/01 09:05:00,1200.83,51.50,TRADE
SA1,2022/02/01 09:10:00,1204.64,18.80,TRADE
SA1,2022/02/01 09:15:00,1176.5,9.01,TRADE
SA1,2022/02/01 09:20:00,1151.64,35.92,TRADE
SA1,2022/02/01 09:25:00,1143.68,32.32,TRADE
SA1,2022/02/01 09:30:00,1159.37,49.35,TRADE
SA1,2022/02/01 09:35:00,1132.47,21.43,TRADE
SA1,2022/02/01 09:40:00,1095.36,15.52,TRADE
SA1,2022/02/01 09:45:00,1096.51,10.20,TRADE
SA1,2022/02/01 09:50:00,1081.34,47.18,TRADE
SA1,2022/02/01 09:55:00,1078.82,18.12,TRADE
SA1,2022/02/01 10:00:00,1057.25,4.04,TRADE
SA1,2022/02/01 10:05:00,1038.8,3.40,TRADE
SA1,2022/02/01 10:10:00,1065.08,17.55,TRADE
SA1,2022/02/01 10:15:00,1021.57,3.65,TRADE
SA1,2022/02/01 10:20:00,1003,9.51,TRADE
SA1,2022/02/01 10:25:00,1000.78,8.99,TRADE
SA1,2022/02/01 10:30:00,984.93,4.85,TRADE
SA1,2022/02/01 10:35:00,990.93,-35.95,TRADE
SA1,2022/02/01 10:40:00,994,-42.50,TRADE
SA1,2022/02/01 10:45:00,973.54,-42.50,TRADE
SA1,2022/02/01 10:50:00,994.54,4.48,TRADE
SA1,2022/02/01 10:55:00,950.95,-35.95,TRADE
SA1,2022/02/01 11:00:00,989.88,-3.10,TRADE
SA1,2022/02/01 11:05:00,947.29,-3.10,TRADE
SA1,2022/02/01 11:10:00,954.68,-3.10,TRADE
SA1,2022/02/01 11:15:00,913.06,-3.10,TRADE
SA1,2022/02/01 11:20:00,943.05,-29.04,TRADE
SA1,2022/02/01 11:25:00,903.79,-28.26,TRADE
SA1,2022/02/01 11:30:00,914.24,-53.77,TRADE
SA1,2022/02/01 11:35:00,912.28,-36.60,TRADE
SA1,2022/02/01 11:40:00,921.58,-38.11,TRADE
SA1,2022/02/01 11:45:00,920.08,-45,TRADE
SA1,2022/02/01 11:50:00,900.23,-48.59,TRADE
SA1,2022/02/01 11:55:00,902.56,-42.50,TRADE
SA1,2022/02/01 12:00:00,879.68,-36.85,TRADE
SA1,2022/02/01 12:05:00,884.01,-42.50,TRADE
SA1,2022/02/01 12:10:00,833.98,-42.50,TRADE
SA1,2022/02/01 12:15:00,844.14,-42.50,TRADE
SA1,2022/02/01 12:20:00,833.45,-42.50,TRADE
SA1,2022/02/01 12:25:00,841.07,-42.50,TRADE
SA1,2022/02/01 12:30:00,832.68,-42.50,TRADE
SA1,2022/02/01 12:35:00,839.95,-42.50,TRADE
SA1,2022/02/01 12:40:00,810.64,-42.50,TRADE
SA1,2022/02/01 12:45:00,816.82,-42.50,TRADE
SA1,2022/02/01 12:50:00,816.31,-42.50,TRADE
SA1,2022/02/01 12:55:00,811.97,-42.50,TRADE
SA1,2022/02/01 13:00:00,786.31,-45,TRADE
SA1,2022/02/01 13:05:00,776.92,-42.50,TRADE
SA1,2022/02/01 13:10:00,777.7,-45,TRADE
SA1,2022/02/01 13:15:00,807.93,-43.02,TRADE
SA1,2022/02/01 13:20:00,827.04,-45,TRADE
SA1,2022/02/01 13:25:00,809.09,-45,TRADE
SA1,2022/02/01 13:30:00,803.72,-45,TRADE
SA1,2022/02/01 13:35:00,772.33,-43.02,TRADE
SA1,2022/02/01 13:40:00,759.36,-43.02,TRADE
SA1,2022/02/01 13:45:00,792.77,-42.50,TRADE
SA1,2022/02/01 13:50:00,770.01,-43.02,TRADE
SA1,2022/02/01 13:55:00,766.27,-43.02,TRADE
SA1,2022/02/01 14:00:00,756.02,-45,TRADE
SA1,2022/02/01 14:05:00,769.18,-45,TRADE
SA1,2022/02/01 14:10:00,752.45,-89,TRADE
SA1,2022/02/01 14:15:00,773.92,-45,TRADE
SA1,2022/02/01 14:20:00,771.15,-45,TRADE
SA1,2022/02/01 14:25:00,776.02,-45,TRADE
SA1,2022/02/01 14:30:00,761.95,-45,TRADE
SA1,2022/02/01 14:35:00,788.19,-43.02,TRADE
SA1,2022/02/01 14:40:00,776.83,-65,TRADE
SA1,2022/02/01 14:45:00,806.2,-90,TRADE
SA1,2022/02/01 14:50:00,834.75,-45,TRADE
SA1,2022/02/01 14:55:00,810.65,-90,TRADE
SA1,2022/02/01 15:00:00,824.97,-45,TRADE
SA1,2022/02/01 15:05:00,831.42,-45,TRADE
SA1,2022/02/01 15:10:00,845.87,-42.50,TRADE
SA1,2022/02/01 15:15:00,843.16,-42.50,TRADE
SA1,2022/02/01 15:20:00,882.18,-42.50,TRADE
SA1,2022/02/01 15:25:00,893.53,-42.50,TRADE
SA1,2022/02/01 15:30:00,925.03,-42.50,TRADE
SA1,2022/02/01 15:35:00,902.14,-42.50,TRADE
SA1,2022/02/01 15:40:00,919.94,-42.50,TRADE
SA1,2022/02/01 15:45:00,906.92,-42,TRADE
SA1,2022/02/01 15:50:00,950.11,-35.69,TRADE
SA1,2022/02/01 15:55:00,920.52,-42.50,TRADE
SA1,2022/02/01 16:00:00,920.65,-42.50,TRADE
SA1,2022/02/01 16:05:00,935.36,-42.50,TRADE
SA1,2022/02/01 16:10:00,928.17,-43.02,TRADE
SA1,2022/02/01 16:15:00,975.15,-43.02,TRADE
SA1,2022/02/01 16:20:00,1007.85,-43.02,TRADE
SA1,2022/02/01 16:25:00,1017.08,-45,TRADE
SA1,2022/02/01 16:30:00,1015.33,-45,TRADE
SA1,2022/02/01 16:35:00,1033.69,-42.50,TRADE
SA1,2022/02/01 16:40:00,1065.23,-42.50,TRADE
SA1,2022/02/01 16:45:00,1068.01,-42.50,TRADE
SA1,2022/02/01 16:50:00,1079.93,-42.50,TRADE
SA1,2022/02/01 16:55:00,1117.51,-42.50,TRADE
SA1,2022/02/01 17:00:00,1140.58,-42.50,TRADE
SA1,2022/02/01 17:05:00,1138.84,-35.95,TRADE
SA1,2022/02/01 17:10:00,1147.58,-35.95,TRADE
SA1,2022/02/01 17:15:00,1249.65,-31.96,TRADE
SA1,2022/02/01 17:20:00,1223.58,-36.34,TRADE
SA1,2022/02/01 17:25:00,1240.78,-35.95,TRADE
SA1,2022/02/01 17:30:00,1269.08,-35.95,TRADE
SA1,2022/02/01 17:35:00,1266.05,-35.95,TRADE
SA1,2022/02/01 17:40:00,1271.87,-34.36,TRADE
SA1,2022/02/01 17:45:00,1290.84,-33.14,TRADE
SA1,2022/02/01 17:50:00,1308.51,26.03,TRADE
SA1,2022/02/01 17:55:00,1314.04,34.93,TRADE
SA1,2022/02/01 18:00:00,1317.7,7.77,TRADE
SA1,2022/02/01 18:05:00,1332.51,7.90,TRADE
SA1,2022/02/01 18:10:00,1362.25,7.94,TRADE
SA1,2022/02/01 18:15:00,1383.94,7.86,TRADE
SA1,2022/02/01 18:20:00,1412.05,57.07,TRADE
SA1,2022/02/01 18:25:00,1409.5,9.93,TRADE
SA1,2022/02/01 18:30:00,1425.98,28.14,TRADE
SA1,2022/02/01 18:35:00,1444.3,45.74,TRADE
SA1,2022/02/01 18:40:00,1430.25,15.75,TRADE
SA1,2022/02/01 18:45:00,1447.54,16.35,TRADE
SA1,2022/02/01 18:50:00,1462.06,16.18,TRADE
SA1,2022/02/01 18:55:00,1518.51,66.11,TRADE
SA1,2022/02/01 19:00:00,1497.77,8.43,TRADE
SA1,2022/02/01 19:05:00,1530.14,67.29,TRADE
SA1,2022/02/01 19:10:00,1515.94,63.52,TRADE
SA1,2022/02/01 19:15:00,1530.29,42.33,TRADE
SA1,2022/02/01 19:20:00,1548.7,47.39,TRADE
SA1,2022/02/01 19:25:00,1566.5,54.29,TRADE
SA1,2022/02/01 19:30:00,1549.01,21.39,TRADE
SA1,2022/02/01 19:35:00,1566.37,53.36,TRADE
SA1,2022/02/01 19:40:00,1543.13,39.62,TRADE
SA1,2022/02/01 19:45:00,1568.85,52.44,TRADE
SA1,2022/02/01 19:50:00,1547.88,50.74,TRADE
SA1,2022/02/01 19:55:00,1564.77,45.62,TRADE
SA1,2022/02/01 20:00:00,1581.53,61.81,TRADE
SA1,2022/02/01 20:05:00,1577.95,260.42,TRADE
SA1,2022/02/01 20:10:00,1570.87,253.43,TRADE
SA1,2022/02/01 20:15:00,1572.41,92.47,TRADE
SA1,2022/02/01 20:20:00,1562.01,85.66,TRADE
SA1,2022/02/01 20:25:00,1578.38,96.75,TRADE
SA1,2022/02/01 20:30:00,1560.41,80.78,TRADE
SA1,2022/02/01 20:35:00,1579.08,99.26,TRADE
SA1,2022/02/01 20:40:00,1555.26,96.28,TRADE
SA1,2022/02/01 20:45:00,1578.16,81.89,TRADE
SA1,2022/02/01 20:50:00,1553.22,82.19,TRADE
SA1,2022/02/01 20:55:00,1563.47,65.94,TRADE
SA1,2022/02/01 21:00:00,1536.08,69.60,TRADE
SA1,2022/02/01 21:05:00,1512.54,64.35,TRADE
