REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2022/07/01 00:05:00,1654.1,379.96,TRADE
SA1,2022/07/01 00:10:00,1621.37,365.36,TRADE
SA1,2022/07/01 00:15:00,1642.13,374.63,TRADE
SA1,2022/07/01 00:20:00,1619.22,379.53,TRADE
SA1,2022/07/01 00:25:00,1633.8,369.74,TRADE
SA1,2022/07/01 00:30:00,1615.47,365.33,TRADE
SA1,2022/07/01 00:35:00,1623.13,373.23,TRADE
SA1,2022/07/01 00:40:00,1624.35,375.72,TRADE
SA1,2022/07/01 00:45:00,1617.65,371.87,TRADE
SA1,2022/07/01 00:50:00,1596.11,369.39,TRADE
SA1,2022/07/01 00:55:00,1607.18,370.03,TRADE
SA1,2022/07/01 01:00:00,1590.47,364.45,TRADE
SA1,2022/07/01 01:05:00,1568.13,358.07,TRADE
SA1,2022/07/01 01:10:00,1575.92,350.56,TRADE
SA1,2022/07/01 01:15:00,1565.97,360.09,TRADE
SA1,2022/07/01 01:20:00,1559.15,358.66,TRADE
SA1,2022/07/01 01:25:00,1543.57,358.21,TRADE
SA1,2022/07/01 01:30:00,1527.23,359.84,TRADE
SA1,2022/07/01 01:35:00,1501.34,347.62,TRADE
SA1,2022/07/01 01:40:00,1542.78,355.32,TRADE
SA1,2022/07/01 01:45:00,1524.66,355.39,TRADE
SA1,2022/07/01 01:50:00,1521.31,357.29,TRADE
SA1,2022/07/01 01:55:00,1500.43,357.33,TRADE
SA1,2022/07/01 02:00:00,1496.25,357.42,TRADE
SA1,2022/07/01 02:05:00,1461.12,353.47,TRADE
SA1,2022/07/01 02:10:00,1439.78,349.66,TRADE
SA1,2022/07/01 02:15:00,1442.54,349.71,TRADE
SA1,2022/07/01 02:20:00,1413.75,349.71,TRADE
SA1,2022/07/01 02:25:00,1425.61,353.05,TRADE
SA1,2022/07/01 02:30:00,1402.06,341.24,TRADE
SA1,2022/07/01 02:35:00,1419.24,359.41,TRADE
SA1,2022/07/01 02:40:00,1399.07,356.86,TRADE
SA1,2022/07/01 02:45:00,1391.87,356.34,TRADE
SA1,2022/07/01 02:50:00,1377.28,343.79,TRADE
SA1,2022/07/01 02:55:00,1380.35,339.91,TRADE
SA1,2022/07/01 03:00:00,1362.7,322.57,TRADE
SA1,2022/07/01 03:05:00,1351.56,344.66,TRADE
SA1,2022/07/01 03:10:00,1335.29,339.48,TRADE
SA1,2022/07/01 03:15:00,1336.89,322.57,TRADE
SA1,2022/07/01 03:20:00,1339.48,349.45,TRADE
SA1,2022/07/01 03:25:00,1317.17,339.02,TRADE
SA1,2022/07/01 03:30:00,1326.24,349.35,TRADE
SA1,2022/07/01 03:35:00,1305.61,328.67,TRADE
SA1,2022/07/01 03:40:00,1304.91,353.75,TRADE
SA1,2022/07/01 03:45:00,1314.83,346.99,TRADE
SA1,2022/07/01 03:50:00,1311.39,350.40,TRADE
SA1,2022/07/01 03:55:00,1301.45,336.42,TRADE
SA1,2022/07/01 04:00:00,1336.74,365.39,TRADE
SA1,2022/07/01 04:05:00,1336.16,358.18,TRADE
SA1,2022/07/01 04:10:00,1273.12,342.04,TRADE
SA1,2022/07/01 04:15:00,1278.04,354.34,TRADE
