REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2022/10/01 00:05:00,1522.37,169.22,TRADE
SA1,2022/10/01 00:10:00,1516.38,180.04,TRADE
SA1,2022/10/01 00:15:00,1505.73,168.80,TRADE
SA1,2022/10/01 00:20:00,1503.32,168.43,TRADE
SA1,2022/10/01 00:25:00,1507.68,169.30,TRADE
SA1,2022/10/01 00:30:00,1512.52,169.32,TRADE
SA1,2022/10/01 00:35:00,1514.33,177.44,TRADE
SA1,2022/10/01 00:40:00,1512.24,180.93,TRADE
SA1,2022/10/01 00:45:00,1501.06,181.58,TRADE
SA1,2022/10/01 00:50:00,1497.1,180.68,TRADE
SA1,2022/10/01 00:55:00,1485.11,179.91,TRADE
SA1,2022/10/01 01:00:00,1477.9,171.11,TRADE
SA1,2022/10/01 01:05:00,1471.92,180.98,TRADE
SA1,2022/10/01 01:10:00,1446.33,181.20,TRADE
SA1,2022/10/01 01:15:00,1442.67,177.50,TRADE
SA1,2022/10/01 01:20:00,1444.93,175.27,TRADE
SA1,2022/10/01 01:25:00,1424.71,179.02,TRADE
SA1,2022/10/01 01:30:00,1408.19,175.78,TRADE
SA1,2022/10/01 01:35:00,1386.34,174.68,TRADE
SA1,2022/10/01 01:40:00,1389.37,179.56,TRADE
SA1,2022/10/01 01:45:00,1374.41,178.32,TRADE
SA1,2022/10/01 01:50:00,1363,176.69,TRADE
SA1,2022/10/01 01:55:00,1357.57,169.83,TRADE
SA1,2022/10/01 02:00:00,1354.78,166.99,TRADE
SA1,2022/10/01 02:05:00,1344.59,168.43,TRADE
SA1,2022/10/01 02:10:00,1350.62,170.50,TRADE
SA1,2022/10/01 02:15:00,1351.77,170.45,TRADE
SA1,2022/10/01 02:20:00,1346.31,167.86,TRADE
SA1,2022/10/01 02:25:00,1347.49,168.19,TRADE
SA1,2022/10/01 02:30:00,1340.31,167.87,TRADE
SA1,2022/10/01 02:35:00,1316.52,187.96,TRADE
SA1,2022/10/01 02:40:00,1311.06,179.23,TRADE
SA1,2022/10/01 02:45:00,1291.1,178.86,TRADE
SA1,2022/10/01 02:50:00,1300.25,184.85,TRADE
SA1,2022/10/01 02:55:00,1288.65,178.47,TRADE
SA1,2022/10/01 03:00:00,1287.95,179.63,TRADE
SA1,2022/10/01 03:05:00,1272.26,178.63,TRADE
SA1,2022/10/01 03:10:00,1275.15,184.41,TRADE
SA1,2022/10/01 03:15:00,1259.74,182.86,TRADE
SA1,2022/10/01 03:20:00,1271.78,183.93,TRADE
SA1,2022/10/01 03:25:00,1265.99,182.24,TRADE
SA1,2022/10/01 03:30:00,1267.59,176.22,TRADE
SA1,2022/10/01 03:35:00,1237.11,179.31,TRADE
SA1,2022/10/01 03:40:00,1254.04,176.60,TRADE
SA1,2022/10/01 03:45:00,1240.54,173.73,TRADE
SA1,2022/10/01 03:50:00,1235.81,180.99,TRADE
SA1,2022/10/01 03:55:00,1228.35,177.54,TRADE
SA1,2022/10/01 04:00:00,1230.87,177.75,TRADE
