REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2023/01/01 00:05:00,6906.63,140.40,TRADE
NSW1,2023/01/01 00:10:00,6854.28,133.96,TRADE
NSW1,2023/01/01 00:15:00,6856.32,120,TRADE
NSW1,2023/01/01 00:20:00,6796.27,118.99,TRADE
NSW1,2023/01/01 00:25:00,6805.55,118.99,TRADE
NSW1,2023/01/01 00:30:00,6739.32,107.55,TRADE
NSW1,2023/01/01 00:35:00,6712.64,118.99,TRADE
NSW1,2023/01/01 00:40:00,6704.01,117.02,TRADE
NSW1,2023/01/01 00:45:00,6682.31,109.50,TRADE
NSW1,2023/01/01 00:50:00,6655.04,110.12,TRADE
NSW1,2023/01/01 00:55:00,6595.87,108,TRADE
NSW1,2023/01/01 01:00:00,6522.33,106.80,TRADE
NSW1,2023/01/01 01:05:00,6519.95,109.50,TRADE
NSW1,2023/01/01 01:10:00,6454.83,109.50,TRADE
NSW1,2023/01/01 01:15:00,6397.56,104.14,TRADE
NSW1,2023/01/01 01:20:00,6343.65,106.75,TRADE
NSW1,2023/01/01 01:25:00,6309.82,104.48,TRADE
NSW1,2023/01/01 01:30:00,6278.96,105,TRADE
NSW1,2023/01/01 01:35:00,6266.97,120.97,TRADE
NSW1,2023/01/01 01:40:00,6212.58,109.50,TRADE
NSW1,2023/01/01 01:45:00,6167.07,108.83,TRADE
NSW1,2023/01/01 01:50:00,6162.56,109.50,TRADE
NSW1,2023/01/01 01:55:00,6122.97,107.36,TRADE
NSW1,2023/01/01 02:00:00,6117.37,104.11,TRADE
NSW1,2023/01/01 02:05:00,6070.51,100.79,TRADE
NSW1,2023/01/01 02:10:00,6114.33,103.86,TRADE
NSW1,2023/01/01 02:15:00,6052.69,97.71,TRADE
NSW1,2023/01/01 02:20:00,6046.14,99.82,TRADE
NSW1,2023/01/01 02:25:00,6016.91,97.21,TRADE
NSW1,2023/01/01 02:30:00,6057.38,89.51,TRADE
NSW1,2023/01/01 02:35:00,6039.78,88.54,TRADE
NSW1,2023/01/01 02:40:00,5991.46,86.81,TRADE
NSW1,2023/01/01 02:45:00,5977.7,88.23,TRADE
NSW1,2023/01/01 02:50:00,5969.17,96.35,TRADE
NSW1,2023/01/01 02:55:00,5926.56,89.51,TRADE
NSW1,2023/01/01 03:00:00,5919.78,89.21,TRADE
NSW1,2023/01/01 03:05:00,5932.41,96.49,TRADE
NSW1,2023/01/01 03:10:00,5885.51,89.51,TRADE
NSW1,2023/01/01 03:15:00,5911.68,89.51,TRADE
NSW1,2023/01/01 03:20:00,5926.89,89.51,TRADE
NSW1,2023/01/01 03:25:00,5879.44,87.66,TRADE
NSW1,2023/01/01 03:30:00,5980.87,88.90,TRADE
NSW1,2023/01/01 03:35:00,5902.5,88.31,TRADE
NSW1,2023/01/01 03:40:00,5868.93,88.67,TRADE
NSW1,2023/01/01 03:45:00,5819.6,75.27,TRADE
NSW1,2023/01/01 03:50:00,5877.48,86.52,TRADE
NSW1,2023/01/01 03:55:00,5882.41,86.52,TRADE
NSW1,2023/01/01 04:00:00,5892.81,89,TRADE
NSW1,2023/01/01 04:05:00,5847.53,80.02,TRADE
NSW1,2023/01/01 04:10:00,5931.32,82.13,TRADE
NSW1,2023/01/01 04:15:00,5886.58,84.78,TRADE
NSW1,2023/01/01 04:20:00,5945.27,86.52,TRADE
NSW1,2023/01/01 04:25:00,5840.38,80.02,TRADE
NSW1,2023/01/01 04:30:00,5904.6,80.02,TRADE
NSW1,2023/01/01 04:35:00,5898.05,80.02,TRADE
NSW1,2023/01/01 04:40:00,5880.02,80.02,TRADE
NSW1,2023/01/01 04:45:00,5850.47,80.02,TRADE
NSW1,2023/01/01 04:50:00,5841.32,80.02,TRADE
NSW1,2023/01/01 04:55:00,5845.09,80.02,TRADE
NSW1,2023/01/01 05:00:00,5851.15,80.02,TRADE
NSW1,2023/01/01 05:05:00,5836.05,80.02,TRADE
NSW1,2023/01/01 05:10:00,5890.4,81.77,TRADE
NSW1,2023/01/01 05:15:00,5883.34,81.77,TRADE
NSW1,2023/01/01 05:20:00,5847.06,80.02,TRADE
NSW1,2023/01/01 05:25:00,5844.72,80.02,TRADE
NSW1,2023/01/01 05:30:00,5820.57,80.02,TRADE
NSW1,2023/01/01 05:35:00,5799.59,80.02,TRADE
NSW1,2023/01/01 05:40:00,5823.06,80.01,TRADE
NSW1,2023/01/01 05:45:00,5799.95,76.03,TRADE
NSW1,2023/01/01 05:50:00,5729.69,34.65,TRADE
NSW1,2023/01/01 05:55:00,5760.11,34.91,TRADE
NSW1,2023/01/01 06:00:00,5717.86,29.41,TRADE
NSW1,2023/01/01 06:05:00,5744.58,33.12,TRADE
NSW1,2023/01/01 06:10:00,5773.95,32.27,TRADE
NSW1,2023/01/01 06:15:00,5770.63,24.15,TRADE
NSW1,2023/01/01 06:20:00,5800.35,21.56,TRADE
NSW1,2023/01/01 06:25:00,5732.06,18.34,TRADE
NSW1,2023/01/01 06:30:00,5753.08,0,TRADE
NSW1,2023/01/01 06:35:00,5756.24,-31.11,TRADE
NSW1,2023/01/01 06:40:00,5745.7,-30.70,TRADE
NSW1,2023/01/01 06:45:00,5772.35,-39.93,TRADE
NSW1,2023/01/01 06:50:00,5749.88,-43.75,TRADE
NSW1,2023/01/01 06:55:00,5763.79,-38.78,TRADE
NSW1,2023/01/01 07:00:00,5794.8,-45.35,TRADE
NSW1,2023/01/01 07:05:00,5792.25,-54.66,TRADE
NSW1,2023/01/01 07:10:00,5825.6,-40.41,TRADE
NSW1,2023/01/01 07:15:00,5830.97,-40.91,TRADE
NSW1,2023/01/01 07:20:00,5818.94,-46.72,TRADE
NSW1,2023/01/01 07:25:00,5803.95,-45,TRADE
NSW1,2023/01/01 07:30:00,5779.53,-56.14,TRADE
NSW1,2023/01/01 07:35:00,5895.03,-40.96,TRADE
NSW1,2023/01/01 07:40:00,5847.17,-48.13,TRADE
NSW1,2023/01/01 07:45:00,5830.62,-41.55,TRADE
NSW1,2023/01/01 07:50:00,5819.3,-41.61,TRADE
NSW1,2023/01/01 07:55:00,5871.21,-42.01,TRADE
NSW1,2023/01/01 08:00:00,5751.97,-29.83,TRADE
NSW1,2023/01/01 08:05:00,5782.09,-48.13,TRADE
NSW1,2023/01/01 08:10:00,5825.04,7.49,TRADE
NSW1,2023/01/01 08:15:00,5811.65,7.39,TRADE
NSW1,2023/01/01 08:20:00,5812.38,-38.79,TRADE
NSW1,2023/01/01 08:25:00,5716.95,0,TRADE
NSW1,2023/01/01 08:30:00,5728.75,-39.61,TRADE
NSW1,2023/01/01 08:35:00,5737.19,-41.49,TRADE
NSW1,2023/01/01 08:40:00,5686.03,6.02,TRADE
NSW1,2023/01/01 08:45:00,5683.88,-0.02,TRADE
NSW1,2023/01/01 08:50:00,5664.22,-0.11,TRADE
NSW1,2023/01/01 08:55:00,5731.3,7.21,TRADE
NSW1,2023/01/01 09:00:00,5711.32,1.76,TRADE
NSW1,2023/01/01 09:05:00,5780.94,7.54,TRADE
NSW1,2023/01/01 09:10:00,5717.85,4.43,TRADE
NSW1,2023/01/01 09:15:00,5795.12,-0.02,TRADE
NSW1,2023/01/01 09:20:00,5767.68,3.49,TRADE
NSW1,2023/01/01 09:25:00,5748.64,18.21,TRADE
NSW1,2023/01/01 09:30:00,5747.46,7.21,TRADE
NSW1,2023/01/01 09:35:00,5769.27,7.09,TRADE
NSW1,2023/01/01 09:40:00,5666.96,5.31,TRADE
NSW1,2023/01/01 09:45:00,5694.84,18.17,TRADE
NSW1,2023/01/01 09:50:00,5641.7,7.47,TRADE
NSW1,2023/01/01 09:55:00,5646.06,0.70,TRADE
NSW1,2023/01/01 10:00:00,5650.41,7.41,TRADE
NSW1,2023/01/01 10:05:00,5641.74,7.77,TRADE
NSW1,2023/01/01 10:10:00,5559.44,8.27,TRADE
NSW1,2023/01/01 10:15:00,5599.02,14.90,TRADE
NSW1,2023/01/01 10:20:00,5635.1,18.30,TRADE
NSW1,2023/01/01 10:25:00,5544.1,7.62,TRADE
NSW1,2023/01/01 10:30:00,5558.09,9.96,TRADE
NSW1,2023/01/01 10:35:00,5519.19,7.87,TRADE
NSW1,2023/01/01 10:40:00,5551.27,10.08,TRADE
NSW1,2023/01/01 10:45:00,5516.82,7.08,TRADE
NSW1,2023/01/01 10:50:00,5560.37,19.76,TRADE
NSW1,2023/01/01 10:55:00,5461.13,11.67,TRADE
NSW1,2023/01/01 11:00:00,5487.26,17.38,TRADE
NSW1,2023/01/01 11:05:00,5486.23,17.31,TRADE
NSW1,2023/01/01 11:10:00,5504.89,17.87,TRADE
NSW1,2023/01/01 11:15:00,5518.55,17.34,TRADE
NSW1,2023/01/01 11:20:00,5504.01,17.34,TRADE
NSW1,2023/01/01 11:25:00,5561.05,24.33,TRADE
NSW1,2023/01/01 11:30:00,5599.41,42.02,TRADE
NSW1,2023/01/01 11:35:00,5624.25,76.29,TRADE
NSW1,2023/01/01 11:40:00,5672.32,55.41,TRADE
NSW1,2023/01/01 11:45:00,5589.46,64.30,TRADE
NSW1,2023/01/01 11:50:00,5654.68,43.39,TRADE
NSW1,2023/01/01 11:55:00,5654.62,75,TRADE
NSW1,2023/01/01 12:00:00,5743.44,80.01,TRADE
NSW1,2023/01/01 12:05:00,5670.16,25.57,TRADE
NSW1,2023/01/01 12:10:00,5683.62,27.23,TRADE
NSW1,2023/01/01 12:15:00,5652.52,25.97,TRADE
NSW1,2023/01/01 12:20:00,5603.63,37.12,TRADE
NSW1,2023/01/01 12:25:00,5582.27,34.42,TRADE
NSW1,2023/01/01 12:30:00,5606.57,35.19,TRADE
NSW1,2023/01/01 12:35:00,5544.52,35.58,TRADE
NSW1,2023/01/01 12:40:00,5606.62,50.94,TRADE
NSW1,2023/01/01 12:45:00,5626.1,35.66,TRADE
NSW1,2023/01/01 12:50:00,5611.01,46.92,TRADE
NSW1,2023/01/01 12:55:00,5623.73,51.31,TRADE
NSW1,2023/01/01 13:00:00,5542.34,37.39,TRADE
NSW1,2023/01/01 13:05:00,5527.64,35.15,TRADE
NSW1,2023/01/01 13:10:00,5543.74,36.77,TRADE
NSW1,2023/01/01 13:15:00,5523.73,17.64,TRADE
NSW1,2023/01/01 13:20:00,5496.81,34.48,TRADE
NSW1,2023/01/01 13:25:00,5480.34,34.01,TRADE
NSW1,2023/01/01 13:30:00,5528.71,25.84,TRADE
NSW1,2023/01/01 13:35:00,5460.16,32.74,TRADE
NSW1,2023/01/01 13:40:00,5512.44,36.16,TRADE
NSW1,2023/01/01 13:45:00,5551.29,52.32,TRADE
NSW1,2023/01/01 13:50:00,5627.28,72.81,TRADE
NSW1,2023/01/01 13:55:00,5677.9,75.33,TRADE
NSW1,2023/01/01 14:00:00,5682.23,74.74,TRADE
NSW1,2023/01/01 14:05:00,5705.55,50.35,TRADE
NSW1,2023/01/01 14:10:00,5685.15,74.47,TRADE
NSW1,2023/01/01 14:15:00,5800.48,49.33,TRADE
NSW1,2023/01/01 14:20:00,5796.51,75.09,TRADE
NSW1,2023/01/01 14:25:00,5787.38,75.03,TRADE
NSW1,2023/01/01 14:30:00,5791,74.37,TRADE
NSW1,2023/01/01 14:35:00,5867.41,74.82,TRADE
NSW1,2023/01/01 14:40:00,5872.06,75.42,TRADE
NSW1,2023/01/01 14:45:00,5890.98,74.05,TRADE
NSW1,2023/01/01 14:50:00,6007.27,75.90,TRADE
NSW1,2023/01/01 14:55:00,6077.41,74.49,TRADE
NSW1,2023/01/01 15:00:00,6090.82,73.80,TRADE
NSW1,2023/01/01 15:05:00,6148.04,61.51,TRADE
NSW1,2023/01/01 15:10:00,6210.53,60.85,TRADE
NSW1,2023/01/01 15:15:00,6239.67,61.27,TRADE
NSW1,2023/01/01 15:20:00,6236.91,60.72,TRADE
NSW1,2023/01/01 15:25:00,6352.38,61.80,TRADE
NSW1,2023/01/01 15:30:00,6452.77,87.70,TRADE
NSW1,2023/01/01 15:35:00,6465.03,78.87,TRADE
NSW1,2023/01/01 15:40:00,6523.61,78.41,TRADE
NSW1,2023/01/01 15:45:00,6512.35,76.22,TRADE
NSW1,2023/01/01 15:50:00,6646.37,78.95,TRADE
NSW1,2023/01/01 15:55:00,6661.43,77.42,TRADE
NSW1,2023/01/01 16:00:00,6774.08,81.66,TRADE
NSW1,2023/01/01 16:05:00,6756.6,77.21,TRADE
NSW1,2023/01/01 16:10:00,6864.76,75.46,TRADE
NSW1,2023/01/01 16:15:00,6921.85,75.64,TRADE
NSW1,2023/01/01 16:20:00,6950.6,83.16,TRADE
NSW1,2023/01/01 16:25:00,6958.07,89.51,TRADE
NSW1,2023/01/01 16:30:00,7086.28,89.02,TRADE
NSW1,2023/01/01 16:35:00,7185.36,79.60,TRADE
NSW1,2023/01/01 16:40:00,7205.11,77.72,TRADE
NSW1,2023/01/01 16:45:00,7249.78,76.99,TRADE
NSW1,2023/01/01 16:50:00,7413.5,88.63,TRADE
NSW1,2023/01/01 16:55:00,7419.64,79.64,TRADE
NSW1,2023/01/01 17:00:00,7570.42,108.98,TRADE
NSW1,2023/01/01 17:05:00,7485.03,81.81,TRADE
NSW1,2023/01/01 17:10:00,7649.53,82.64,TRADE
NSW1,2023/01/01 17:15:00,7701.28,80.24,TRADE
NSW1,2023/01/01 17:20:00,7808.68,81.56,TRADE
NSW1,2023/01/01 17:25:00,7805.28,82.07,TRADE
NSW1,2023/01/01 17:30:00,7887.32,82.64,TRADE
NSW1,2023/01/01 17:35:00,7904.93,93.49,TRADE
NSW1,2023/01/01 17:40:00,7994.05,103.14,TRADE
NSW1,2023/01/01 17:45:00,8024.48,109.50,TRADE
NSW1,2023/01/01 17:50:00,7992.32,146.78,TRADE
NSW1,2023/01/01 17:55:00,8043.26,154.71,TRADE
NSW1,2023/01/01 18:00:00,8022.96,150.33,TRADE
NSW1,2023/01/01 18:05:00,7961.34,160.01,TRADE
NSW1,2023/01/01 18:10:00,8046.43,191.25,TRADE
NSW1,2023/01/01 18:15:00,8012.89,160.01,TRADE
NSW1,2023/01/01 18:20:00,8003.2,160.01,TRADE
NSW1,2023/01/01 18:25:00,7997.7,160.01,TRADE
NSW1,2023/01/01 18:30:00,7950.99,160.01,TRADE
NSW1,2023/01/01 18:35:00,7957.95,160.01,TRADE
NSW1,2023/01/01 18:40:00,7946.34,160.01,TRADE
NSW1,2023/01/01 18:45:00,7944.54,160.01,TRADE
NSW1,2023/01/01 18:50:00,7933.95,160.01,TRADE
NSW1,2023/01/01 18:55:00,7943.9,183.39,TRADE
NSW1,2023/01/01 19:00:00,7892.54,171.35,TRADE
NSW1,2023/01/01 19:05:00,7867.49,148.93,TRADE
NSW1,2023/01/01 19:10:00,7930.73,179.72,TRADE
NSW1,2023/01/01 19:15:00,7930.37,160.01,TRADE
NSW1,2023/01/01 19:20:00,7906.51,156.74,TRADE
NSW1,2023/01/01 19:25:00,7860.33,160.01,TRADE
NSW1,2023/01/01 19:30:00,7845.61,152.95,TRADE
NSW1,2023/01/01 19:35:00,7885.16,181.78,TRADE
NSW1,2023/01/01 19:40:00,7927.62,156.74,TRADE
NSW1,2023/01/01 19:45:00,7868.59,148.93,TRADE
NSW1,2023/01/01 19:50:00,7874.36,159.22,TRADE
NSW1,2023/01/01 19:55:00,7826.03,144.47,TRADE
NSW1,2023/01/01 20:00:00,7779.51,143.36,TRADE
NSW1,2023/01/01 20:05:00,7818.66,144.41,TRADE
NSW1,2023/01/01 20:10:00,7777.71,142.27,TRADE
NSW1,2023/01/01 20:15:00,7708.33,104.85,TRADE
NSW1,2023/01/01 20:20:00,7758.81,109.50,TRADE
NSW1,2023/01/01 20:25:00,7697.83,106.80,TRADE
NSW1,2023/01/01 20:30:00,7708.08,96.94,TRADE
NSW1,2023/01/01 20:35:00,7698.52,98.36,TRADE
NSW1,2023/01/01 20:40:00,7612.15,92.74,TRADE
NSW1,2023/01/01 20:45:00,7649.48,108.08,TRADE
NSW1,2023/01/01 20:50:00,7510.05,95.77,TRADE
NSW1,2023/01/01 20:55:00,7524.81,92.10,TRADE
NSW1,2023/01/01 21:00:00,7515.7,92.27,TRADE
NSW1,2023/01/01 21:05:00,7525.85,86.52,TRADE
NSW1,2023/01/01 21:10:00,7635.4,88.84,TRADE
NSW1,2023/01/01 21:15:00,7548.26,86.76,TRADE
