"net_load","tempc","Time","DST","year","WtdTemp"
1497,17.4,0.0416666666666667,0,0.19189497716895,19.09
1416,17.55,0.0625,0.0208333333333333,0.191952054794521,19.2141956933409
1361,17.7,0.0833333333333333,0.0416666666666667,0.192009132420091,19.327025784166
1316,17.85,0.104166666666667,0.0625,0.192066210045662,19.4266714001488
1261,18,0.125,0.0833333333333333,0.192123287671233,19.512132034356
1227,17.8,0.145833333333333,0.104166666666667,0.192180365296804,19.5043849720598
1213,17.6,0.166666666666667,0.125,0.192237442922374,19.4925966317041
1204,17.3,0.1875,0.145833333333333,0.192294520547945,19.4522180385633
1189,17,0.208333333333333,0.166666666666667,0.192351598173516,19.4
1204,17.1,0.229166666666667,0.1875,0.192408675799087,19.384515974314
1215,17.2,0.25,0.208333333333333,0.192465753424658,19.3063118960625
1253,17.45,0.270833333333333,0.229166666666667,0.192522831050228,19.2272130983365
1315,17.7,0.291666666666667,0.25,0.192579908675799,19.1426847717656
1359,17.8,0.3125,0.270833333333333,0.19263698630137,19.01
1366,17.9,0.333333333333333,0.291666666666667,0.192694063926941,18.8927660779532
1359,17.95,0.354166666666667,0.3125,0.192751141552511,18.7762600582001
1342,18,0.375,0.333333333333333,0.192808219178082,18.6954915028125
1279,17.95,0.395833333333333,0.354166666666667,0.192865296803653,18.5900835353987
1193,17.9,0.416666666666667,0.375,0.192922374429224,18.53
1084,18.75,0.4375,0.395833333333333,0.192979452054795,19.1433058261758
1078,19.6,0.458333333333333,0.416666666666667,0.193036529680365,19.74
989,19.5,0.479166666666667,0.4375,0.193093607305936,19.6926776695297
906,19.4,0.5,0.458333333333333,0.193150684931507,19.64
918,19.55,0.520833333333333,0.479166666666667,0.193207762557078,19.73
923,19.7,0.541666666666667,0.5,0.193264840182648,19.82
887,19.7,0.5625,0.520833333333333,0.193321917808219,19.82
912,19.7,0.583333333333333,0.541666666666667,0.19337899543379,19.82
908,19.35,0.604166666666667,0.5625,0.193436073059361,19.61
934,19,0.625,0.583333333333333,0.193493150684932,19.4
996,19.15,0.645833333333333,0.604166666666667,0.193550228310502,19.49
1094,19.3,0.666666666666667,0.625,0.193607305936073,19.58
1198,18.6,0.6875,0.645833333333333,0.193664383561644,19.16
1277,17.9,0.708333333333333,0.666666666666667,0.193721461187215,18.74
1400,17.95,0.729166666666667,0.6875,0.193778538812785,18.77
1501,18,0.75,0.708333333333333,0.193835616438356,18.6828427124746
1580,17.85,0.770833333333333,0.729166666666667,0.193892694063927,18.28
1629,17.7,0.791666666666667,0.75,0.193949771689498,17.8347308806542
1626,17.65,0.8125,0.770833333333333,0.194006849315068,17.65
1575,17.6,0.833333333333333,0.791666666666667,0.194063926940639,17.6158785506657
1542,17.8,0.854166666666667,0.8125,0.19412100456621,17.8579250477313
1508,18,0.875,0.833333333333333,0.194178082191781,18.1174784060391
1484,17.65,0.895833333333333,0.854166666666667,0.194235159817352,17.8924852286004
1448,17.3,0.916666666666667,0.875,0.194292237442922,17.7286594970083
1410,17,0.9375,0.895833333333333,0.194349315068493,17.6730215688067
1370,16.7,0.958333333333333,0.916666666666667,0.194406392694064,17.6853254465577
1358,16.75,0.979166666666667,0.9375,0.194463470319635,17.9849357850335
1503,16.8,0,0.958333333333333,0.194520547945205,18.2939962817698
1499,15.9,0.0208333333333333,0.979166666666667,0.194577625570776,18.1857309560017
1463,15,0.0416666666666667,0,0.194634703196347,18.25
1358,15.75,0.0625,0.0208333333333333,0.194691780821918,18.6368700802853
1296,16.5,0.0833333333333333,0.0416666666666667,0.194748858447489,18.9759088019917
1257,16.75,0.104166666666667,0.0625,0.194805936073059,19.1333404885971
1229,17,0.125,0.0833333333333333,0.19486301369863,19.2681980515339
1195,17,0.145833333333333,0.104166666666667,0.194920091324201,19.3241613255361
1179,17,0.166666666666667,0.125,0.194977168949772,19.3657457896301
1177,16.7,0.1875,0.145833333333333,0.195034246575342,19.3304887137996
1180,16.4,0.208333333333333,0.166666666666667,0.195091324200913,19.28
1192,16.45,0.229166666666667,0.1875,0.195148401826484,19.2465626582119
1220,16.5,0.25,0.208333333333333,0.195205479452055,19.1328898700781
1256,16.6,0.270833333333333,0.229166666666667,0.195262557077626,18.9696174644486
1331,16.7,0.291666666666667,0.25,0.195319634703196,18.7699390203593
1372,16,0.3125,0.270833333333333,0.195376712328767,18.2
1407,15.3,0.333333333333333,0.291666666666667,0.195433789954338,17.5219050316094
1391,15.65,0.354166666666667,0.3125,0.195490867579909,17.4032835381319
1301,16,0.375,0.333333333333333,0.195547945205479,17.3909830056251
1223,17.3,0.395833333333333,0.354166666666667,0.19560502283105,18.1430368515008
1168,18.6,0.416666666666667,0.375,0.195662100456621,19.02
1124,19.05,0.4375,0.395833333333333,0.195719178082192,19.3489124278936
982,19.5,0.458333333333333,0.416666666666667,0.195776255707763,19.675
936,19.6,0.479166666666667,0.4375,0.195833333333333,19.7541421356237
877,19.7,0.5,0.458333333333333,0.195890410958904,19.82
845,19.15,0.520833333333333,0.479166666666667,0.195947488584475,19.49
794,18.6,0.541666666666667,0.5,0.196004566210046,19.16
755,18.95,0.5625,0.520833333333333,0.196061643835616,19.37
767,19.3,0.583333333333333,0.541666666666667,0.196118721461187,19.58
776,19.15,0.604166666666667,0.5625,0.196175799086758,19.49
845,19,0.625,0.583333333333333,0.196232876712329,19.4
888,19.1,0.645833333333333,0.604166666666667,0.1962899543379,19.46
1006,19.2,0.666666666666667,0.625,0.19634703196347,19.52
1104,18.35,0.6875,0.645833333333333,0.196404109589041,19.01
1197,17.5,0.708333333333333,0.666666666666667,0.196461187214612,18.5
1343,17.25,0.729166666666667,0.6875,0.196518264840183,18.35
1474,17,0.75,0.708333333333333,0.196575342465753,18.0242640687119
1600,16.2,0.770833333333333,0.729166666666667,0.196632420091324,16.96
1664,15.4,0.791666666666667,0.75,0.196689497716895,15.6694617613084
1664,14.8,0.8125,0.770833333333333,0.196746575342466,14.8
1624,14.2,0.833333333333333,0.791666666666667,0.196803652968037,14.2383731641089
1586,14.1,0.854166666666667,0.8125,0.196860730593607,14.2553444461884
1555,14,0.875,0.833333333333333,0.196917808219178,14.3524352181174
1527,13.7,0.895833333333333,0.854166666666667,0.196974885844749,14.3500667830563
1494,13.4,0.916666666666667,0.875,0.19703196347032,14.4478343260202
1445,12.8,0.9375,0.895833333333333,0.19708904109589,14.4152517651361
1409,12.2,0.958333333333333,0.916666666666667,0.197146118721461,14.5289510555001
1391,11.85,0.979166666666667,0.9375,0.197203196347032,14.9468389686225
1532,11.5,0,0.958333333333333,0.197260273972603,15.4684276234511
1513,11.15,0.0208333333333333,0.979166666666667,0.197317351598174,16.0838338928329
1476,10.8,0.0416666666666667,0,0.197374429223744,16.78
1391,11.15,0.0625,0.0208333333333333,0.197431506849315,17.1614824024764
1321,11.5,0.0833333333333333,0.0416666666666667,0.197488584474886,17.5129213762655
1278,11.75,0.104166666666667,0.0625,0.197545662100457,17.8000181633618
1242,12,0.125,0.0833333333333333,0.197602739726027,18.0485281374239
1206,11.35,0.145833333333333,0.104166666666667,0.197659817351598,18.0513318219626
1182,10.7,0.166666666666667,0.125,0.197716894977169,18.0338119478532
1178,10.05,0.1875,0.145833333333333,0.19777397260274,17.9813220310018
1180,9.4,0.208333333333333,0.166666666666667,0.19783105022831,17.88
